"Stop ID","Stop Name","Latitude","Longitude","2022_Avg_Board","2022_Avg_Alight","2022_Max_Number_of_Days","2023_Avg_Board","2023_Avg_Alight","2023_Max_Number_of_Days","2021_Avg_Board","2021_Avg_Alight","2021_Max_Number_of_Days","2020_Avg_Board","2020_Avg_Alight","2020_Max_Number_of_Days","2019_Avg_Board","2019_Avg_Alight","2019_Max_Number_of_Days","2018_Avg_Board","2018_Avg_Alight","2018_Max_Number_of_Days","2017_Avg_Board","2017_Avg_Alight","2017_Max_Number_of_Days","Nearest_In","routes","Direction","Trans_P","Frequency_AM_Peak","Frquency_Midday","Frequency_PM_Peak","Frequency_Evening","Frequency_Late_Night"
"05870","Clanton Rd & Manchester Dr",35.2002735,-80.8894516,67.41666667,32.91666667,27,110.1818182,36,27,35.66666667,19.75,27,31.66666667,18.41666667,27,92,38.58333333,27,184.8333333,26.08333333,27,132.0833333,56.41666667,27,"MANCHESTER & ARCHER","30","not applicable","transfer point",2,2,2,2,0
"05900","Clanton Rd & Fieldcrest Rd",35.2025601,-80.8928563,50.08333333,13.58333333,27,102.4545455,25.63636364,27,30.91666667,15.25,27,40,17.41666667,27,125.4166667,37.33333333,27,177.8333333,25.58333333,27,180.5,41.08333333,27,"FIELDCREST & SARGEANT","30","not applicable","transfer point",2,2,2,2,0
"05910","Clanton Rd & Fieldcrest Rd",35.2027541,-80.8927901,21.33333333,44.75,27,31.09090909,79.45454545,27,20.16666667,23.91666667,27,17.75,36.66666667,27,35.16666667,79.91666667,27,20.5,108.6666667,27,37.33333333,113.3333333,27,"FIELDCREST & SARGEANT","30","not applicable","not a transfer point",2,2,2,2,0
"05940","Clanton Rd & Sargeant Dr",35.2045391,-80.8934795,17.5,8.916666667,27,14.45454545,4.454545455,27,9.083333333,6.75,27,17.75,6.833333333,27,52.91666667,23.16666667,27,57.33333333,12.25,27,63.58333333,21.66666667,27,"SARGEANT & GOLDEN RIDGE","30","outbound","not a transfer point",2,2,2,2,0
"05950","Clanton Rd & Sargeant Dr",35.2040968,-80.8931053,9.25,19.25,27,6.727272727,14.45454545,27,8.166666667,12.66666667,27,5.833333333,14.66666667,27,6.833333333,33.66666667,27,8.416666667,31.33333333,27,18.5,29.16666667,27,"SARGEANT & GOLDEN RIDGE","30","inbound","not a transfer point",2,2,2,2,0
"05970","Clanton Rd & Caronia St",35.2075631,-80.8935246,26.66666667,69.41666667,27,42.54545455,79.09090909,27,30.58333333,40.91666667,27,36.41666667,52.25,27,64.33333333,112.5833333,27,25.66666667,122.0833333,27,72.41666667,155.3333333,27,"CARONIA & FARMER","30","inbound","not a transfer point",2,2,2,2,0
"05980","Clanton Rd & Caronia St",35.207864,-80.8936301,65.66666667,17.58333333,27,97,33.72727273,27,41.16666667,19.58333333,27,67.91666667,29.25,27,155.1666667,54.08333333,27,189.3333333,22.58333333,27,199.3333333,44,27,"CARONIA & FARMER","30","outbound","transfer point",2,2,2,2,0
"05990","Clanton Rd & Farmer St",35.2098533,-80.8934776,45,15.08333333,27,38.54545455,23.09090909,27,19.91666667,17.5,27,23.75,16.75,27,54.08333333,24.33333333,27,40.58333333,11.5,27,67.41666667,41.08333333,27,"FARMER & WEST","30","outbound","not a transfer point",2,2,2,2,0
"06000","Clanton Rd & Farmer St",35.2100596,-80.8933483,7.5,33.58333333,27,13.54545455,46.63636364,27,9.833333333,17.58333333,27,8.083333333,17.5,27,14.58333333,35.5,27,7.333333333,52.66666667,27,22.58333333,51.5,27,"FARMER & WEST","30","inbound","not a transfer point",2,2,2,2,0
"06005","Clanton Rd & Pelton St",35.195264,-80.8754424,175.8333333,299.5833333,31,204.1818182,323.5454545,31,162.9166667,257.8333333,31,195.0833333,339.0833333,31,221.4166667,290.8333333,31,255.1666667,251.0833333,31,282.6666667,301.0833333,31,"TRYCLAN & TRYON","12, 30","not applicable","not a transfer point",3,4,4,3,1
"06010","Clanton Rd & Tryon St",35.1963928,-80.8785538,55.83333333,41.91666667,27,62.18181818,43.09090909,27,49.75,26.16666667,27,46.5,30,27,54.91666667,53,27,54.33333333,32.66666667,27,143.1666667,67.16666667,27,"TRYON & ST VARDELL","30","inbound","not a transfer point",2,2,2,2,0
"06280","Colwick Rd & Greenwich Rd",35.1775986,-80.7983644,53.41666667,10.16666667,31,78,11.18181818,31,77.08333333,42.58333333,31,99,41.16666667,31,167.1666667,41.16666667,31,161.5833333,44.08333333,31,109.4166667,37.08333333,31,"GREENWICH & CHISWICK","15","not applicable","not a transfer point",2,2,2,1,1
"06290","Colwick Rd & Sharon Amity Rd",35.1765661,-80.7973519,77.58333333,96,31,77.72727273,107.2727273,31,53.83333333,76.25,31,66.25,116,31,182.0833333,146.5833333,31,156,110.0833333,31,161.4166667,110.9166667,31,"CHISWICK & SHARON AMITY","15","inbound","not a transfer point",2,2,2,1,1
"06310","Commonwealth Ave & Green Oaks Ln",35.2116891,-80.7984223,31.66666667,7.916666667,31,40.09090909,5.272727273,31,42.58333333,9,31,86.58333333,10.08333333,31,209.5833333,14.83333333,31,190.3333333,10.75,31,168.1666667,14.41666667,31,"ROCKWAY & GREEN OAKS","17","inbound","not a transfer point",2,2,2,2,0
"06325","The Plaza & McClintock Rd",35.219109,-80.81074,33.91666667,156.4166667,31,64.18181818,233.2727273,31,31.08333333,133.1666667,31,55.41666667,191.75,31,99.83333333,314.6666667,31,93.66666667,316.5833333,31,54,293.6666667,31,"COMMONWEALTH & MCCLINTOCK","17","inbound","not a transfer point",2,2,2,2,0
"06326","The Plaza & McClintock Rd",35.21933,-80.810911,179.9166667,158.3333333,31,312.8181818,256.6363636,31,189.5,158.3333333,31,277.1666667,247.9166667,31,496.5,434.75,31,430.5833333,325.0833333,31,396.75,250.3333333,31,"MCCLINTOCK & CENTRAL","17","outbound","not a transfer point",2,2,2,1,1
"06360","Commonwealth Ave & Westover St",35.2167751,-80.8081706,13.66666667,5.75,31,25.72727273,9.090909091,31,11.5,2,31,17.75,5.083333333,31,44.58333333,9.166666667,31,22.83333333,6.25,31,28.33333333,15.25,31,"ST JULIEN & WESTOVER","17","inbound","not a transfer point",2,2,2,2,0
"06365","Commonwealth Ave & Westover St",35.2167621,-80.8082633,6.666666667,8.916666667,31,20.90909091,15.81818182,31,6.916666667,12.91666667,31,5.083333333,8.416666667,31,7.25,35.5,31,8.666666667,26.75,31,5.916666667,17,31,"ST JULIEN & WESTOVER","17","outbound","not a transfer point",2,2,2,1,1
"06370","Commonwealth Ave & Bascom St",35.2160591,-80.8069336,1.416666667,3.166666667,31,6.636363636,15.72727273,31,1,2.916666667,31,3.25,6.666666667,31,7.583333333,19.08333333,31,4.5,23.5,31,4.333333333,22.75,31,"WESTOVER & BASCOM","17","outbound","not a transfer point",2,2,2,1,1
"06380","Commonwealth Ave & Hanover St",35.2153571,-80.8054531,2,2.166666667,31,4.272727273,5,31,1.666666667,2,31,2.25,4.5,31,12.25,17.25,31,25.16666667,10.16666667,31,29.91666667,8.5,31,"BASCOM & HANOVER","17","inbound","not a transfer point",2,2,2,2,0
"06390","Commonwealth Ave & Hanover St",35.2147888,-80.8045243,8.333333333,9.5,31,20.18181818,16.63636364,31,5.25,5.5,31,4.25,22.58333333,31,7.5,41.58333333,31,4.25,19.91666667,31,6.833333333,6.083333333,31,"BASCOM & HANOVER","17","outbound","not a transfer point",2,2,2,1,1
"06400","Commonwealth Ave & Lorna St",35.2142358,-80.8033383,11.25,3.25,31,12.81818182,12.45454545,31,6.25,3.416666667,31,19.91666667,3.166666667,31,57.58333333,6,31,29.08333333,5.5,31,15.25,16.08333333,31,"HANOVER & LORNA","17","inbound","not a transfer point",2,2,2,2,0
"06410","Commonwealth Ave & Lorna St",35.2142153,-80.8034225,2.083333333,1.916666667,31,1.363636364,1.818181818,31,0.583333333,2.666666667,31,3.5,6.666666667,31,4.25,16.5,31,3.75,8.75,31,11.25,8.416666667,31,"HANOVER & LORNA","17","outbound","not a transfer point",2,2,2,1,1
"06420","Commonwealth Ave & Morningside Dr",35.2125301,-80.8000226,88.66666667,37.66666667,31,133.6363636,34.81818182,31,77.25,22.58333333,31,106.3333333,31.5,31,180,29.08333333,31,194.9166667,41.16666667,31,183,38.16666667,31,"MORNINGSIDE & ROCKWAY","17","inbound","not a transfer point",2,2,2,2,0
"06430","Commonwealth Ave & Morningside Dr",35.2126533,-80.8004666,74.83333333,121.1666667,31,80.27272727,183.6363636,31,66.91666667,127.0833333,31,49.91666667,134.25,31,60.08333333,254.5,31,69.5,215.8333333,31,60.75,213,31,"MORNINGSIDE & ROCKWAY","17","outbound","not a transfer point",2,2,2,1,1
"06440","Commonwealth Ave & Rockway Dr",35.2115848,-80.7983776,8.833333333,12.66666667,31,8.909090909,17.36363636,31,3.416666667,7.666666667,31,14.08333333,34.5,31,21.58333333,83.58333333,31,10.75,84.91666667,31,15.08333333,92.66666667,31,"ROCKWAY & GREEN OAKS","17","outbound","not a transfer point",2,2,2,1,1
"06450","Commonwealth Ave & Waterman Ave",35.2090018,-80.7935028,13.75,27,31,15.90909091,29.09090909,31,6.333333333,15.25,31,20.25,18.91666667,31,21.16666667,26.41666667,31,16.66666667,23.33333333,31,8.916666667,22.41666667,31,"BRIAR CREEK & WATERMAN","17","outbound","not a transfer point",2,2,2,1,1
"06460","Commonwealth Ave & Pinecrest Ave",35.2083145,-80.7912461,110.3333333,36.83333333,31,114.4545455,53.18181818,31,101.75,47.75,31,89.16666667,32.08333333,31,134.1666667,53.41666667,31,105.25,35.83333333,31,187,55.58333333,31,"WATERMAN & PINECREST","17","inbound","not a transfer point",2,2,2,2,0
"06470","Commonwealth Ave & Pinecrest Ave",35.208272,-80.7912941,64.08333333,98.75,31,82.63636364,96.36363636,31,84.16666667,106.5833333,31,57.5,108.8333333,31,70.25,151.3333333,31,56.75,141.1666667,31,53.58333333,195.3333333,31,"WATERMAN & PINECREST","17","outbound","not a transfer point",3,2,2,2,1
"06530","Cove Creek Dr & Barrington Dr",35.2575359,-80.7521335,18.16666667,23.08333333,27,23.81818182,12.45454545,27,17.33333333,25.66666667,27,19.25,24.66666667,27,23.66666667,30,27,29.7,17.6,27,0,0,0,"BARRINGTON & VIEWMONT","29","inbound","not a transfer point",2,2,2,0,0
"06560","Cove Creek Dr & Burleson Dr",35.2593218,-80.7484328,73,60.5,31,93.36363636,69.54545455,31,58.75,76.41666667,31,72.33333333,72.41666667,31,115.5833333,75.75,31,182.9166667,53.58333333,31,339.5,30,27,"VIEWMONT & BURLESON","23, 29","inbound","not a transfer point",2,2,2,0,0
"06561","Cove Creek Dr & Burleson Dr",35.259146,-80.748375,24.66666667,22.16666667,27,27.72727273,31.09090909,27,15.66666667,15.5,27,16.16666667,20.66666667,27,44.16666667,49.91666667,27,45.9,42.5,27,0,0,0,"VIEWMONT & BURLESON","29"," ","not a transfer point",2,2,2,0,0
"06710","Alleghany St & Crisman St",35.2388161,-80.8873721,457.8333333,1352.333333,31,581.0909091,1469.727273,31,452.0833333,1225.583333,31,512.5,1399.083333,31,770.5,2035,31,621.9166667,2054,31,561.4166667,1715.083333,31,"CRISMAN & ASHLEY","34","outbound","not a transfer point",3,3,3,2,1
"06770","Crownpoint Executive Dr & Independence Blvd",35.1433616,-80.7219243,55.16666667,110.0833333,31,86.63636364,140.1818182,31,53.91666667,109.25,31,62.58333333,121.6666667,31,81.5,194.3333333,31,75.66666667,218.6666667,31,78.66666667,194.5833333,31,"SARDIS & INDEPENDENCE","17","not applicable","not a transfer point",2,2,2,1,1
"06780","Crownpoint Executive Dr @ 2201",35.1424803,-80.7268248,17.75,31.75,31,25.45454545,47.36363636,31,21.33333333,41,31,15.33333333,30.5,31,23,39.66666667,31,22.08333333,27.66666667,31,35.41666667,41.75,31,"SARDIS & INDEPENDENCE","17","not applicable","transfer point",2,2,2,1,1
"06790","Crownpoint Executive Dr & Sardis Rd North",35.1442588,-80.728569,223.75,272.6666667,31,420.8181818,532.8181818,31,109.3333333,174.1666667,31,237.25,306.6666667,31,662.25,807.5,31,608.1666667,715.75,31,436,508.75,31,"SARDIS & INDEPENDENCE","17","inbound","not a transfer point",2,2,2,1,0
"06860","Dalecrest Dr & Monmouth Dr",35.2794121,-80.8149441,6.666666667,26.16666667,31,4.363636364,27.63636364,31,6.25,18.16666667,31,5.416666667,44.08333333,31,10.83333333,80.41666667,31,39.41666667,80.33333333,31,81.91666667,11.16666667,31,"ASHMONT & MONMOUTH","13","inbound","not a transfer point",2,2,2,2,0
"06870","Dalecrest Dr & Kenmont Dr",35.2797525,-80.8158861,17.25,2.25,31,13.72727273,6.090909091,31,26.58333333,6.083333333,31,32.08333333,3.75,31,81.41666667,8.583333333,31,81,29.75,31,52.33333333,107.1666667,31,"MONMOUTH & KENMONT","13","outbound","not a transfer point",2,2,2,2,0
"06890","Dalecrest Dr & Wynbrook Way",35.2807342,-80.8183303,185,26.75,31,224.8181818,27.63636364,31,258.4166667,28.66666667,31,452.75,49.16666667,31,775.8333333,98.91666667,31,679.1666667,242,31,396,739.5833333,31,"CEDARHURST & VALEVIEW","13","outbound","not a transfer point",2,2,2,2,0
"06910","Dalecrest Dr & Valeview Ln",35.2813478,-80.8198541,30.66666667,1.916666667,31,26.18181818,3.636363636,31,31.91666667,2.833333333,31,53.25,10.91666667,31,101.5833333,22.16666667,31,113.5,46.25,31,94.66666667,140.25,31,"VALEVIEW & FINCHER","13","outbound","not a transfer point",2,2,2,2,0
"06920","Dalecrest Dr & Valeview Ln",35.2816421,-80.8202451,10.33333333,43.91666667,31,7.090909091,40.81818182,31,7,49.08333333,31,17.16666667,111.8333333,31,44.41666667,167.5833333,31,53.33333333,165.1666667,31,72.41666667,5.583333333,31,"VALEVIEW & FINCHER","13","inbound","not a transfer point",2,2,2,2,0
"06930","Dalton Ave & Tryon St",35.2396264,-80.8286142,156.25,98.08333333,31,175.3636364,69.09090909,31,170.0833333,102.3333333,31,252.0833333,235.5833333,31,419.4166667,364.5833333,31,434.5,389.3333333,31,790.25,461.0833333,31,"CHURCH & GRAHAM","21","outbound","not a transfer point",3,3,3,2,1
"06950","Dalton Ave & Tryon St",35.2395268,-80.8287221,13.5,34.33333333,31,14.36363636,30.54545455,31,16,36.91666667,31,30.75,91.41666667,31,56.25,126.3333333,31,25.08333333,60.83333333,31,40.66666667,88,31,"ASHBY & GRAHAM","21","inbound","not a transfer point",3,3,3,2,1
"06970","Dalton Ave @ 300",35.2395668,-80.8312253,6.083333333,9,31,6.545454545,12.18181818,31,3.083333333,6.166666667,31,6.25,6.416666667,31,9.083333333,30.75,31,8.166666667,20.58333333,31,20.33333333,28.75,31,"ASHBY & GRAHAM","21","outbound","not a transfer point",3,3,3,2,1
"06980","Dalton Ave @ 305",35.239497,-80.8313336,8.75,10.75,31,13.81818182,9.909090909,31,3.916666667,3.916666667,31,10.5,10,31,17.91666667,15.5,31,14.41666667,7.416666667,31,17.75,10.16666667,31,"ASHBY & GRAHAM","21","inbound","not a transfer point",3,3,3,2,1
"06990","Dalton Ave & Graham St",35.2395451,-80.8343325,121.9166667,407,31,192.2727273,613.2727273,31,42.58333333,161.6666667,31,16,90.41666667,31,18.75,85.25,31,30.16666667,113.75,31,129,275.8333333,31,"ASHBY & GRAHAM","21","outbound","not a transfer point",3,3,3,2,1
"07000","Dalton Ave & Graham St",35.2394293,-80.8345296,317.4166667,162.8333333,31,507.3636364,235.4545455,31,88.25,68.83333333,31,50.83333333,49.83333333,31,106.75,69.08333333,31,102.5,52.83333333,31,147.5833333,121.3333333,31,"ASHBY & GRAHAM","21","inbound","not a transfer point",3,3,3,2,1
"07080","Davidson St & Brevard St",35.2451775,-80.8090151,18.75,5,31,22.63636364,9,31,8.333333333,6.5,31,17.41666667,6.083333333,31,36.91666667,14.33333333,31,92.08333333,79.08333333,31,126.3333333,18,31,"32ND & 33RD","23","inbound","transfer point",2,2,2,2,1
"07320","Dunn Ave & Heflin St",35.203038,-80.8056163,19.66666667,16.66666667,31,29.27272727,14.36363636,31,20.25,13.83333333,31,24.58333333,17.41666667,31,39.08333333,28.41666667,31,43.91666667,25.58333333,31,23.5,21.16666667,31,"ORANGE & HEFLIN","39","inbound","not a transfer point",2,2,2,2,1
"07380","4th St & Davidson St",35.2219783,-80.8389653,366,522,31,390.0909091,582,31,208.25,440.25,31,454.1666667,558.75,31,1236.333333,844.3333333,31,1125.416667,648,31,1994,1478.583333,31,"DAVIDSON & ALEXANDER","14, 15, 20, 27, 46x, 48x, 53x, 6, 62x, 63x, 64x, 74x, 77x, 82x, 85x, 9","not applicable","transfer point",22,17,17,16,5
"07480","4th St & Kings Dr",35.2157151,-80.8314263,230.25,275.5,31,365.0909091,405.5454545,31,241.9166667,162.6666667,31,385.5,258.9166667,31,569.75,549.1666667,31,511.5,640,31,494.75,729.6666667,31,"KINGS & INDEPENDENCE","14, 15, 62x","inbound","not a transfer point",5,4,4,2,1
"07500","4th St & Torrence St",35.2132503,-80.8279411,335.6666667,183.0833333,31,398.9090909,260,31,652.9166667,136.0833333,31,969.9166667,218.9166667,31,1316.833333,468.5833333,31,936.5833333,561.1666667,31,740,557.4166667,31,"TORRENCE & BALDWIN","14, 15, 62x","inbound","not a transfer point",5,4,4,2,1
"07520","4th St & Hawthorne Ln",35.2115756,-80.8255765,260.4166667,76.91666667,31,250.2727273,80.27272727,31,386.6666667,52.75,31,514.8333333,74.08333333,31,1033.5,209.1666667,31,929.9166667,168.8333333,31,774.5,177,31,"HAWTHORNE & BARNETTE","15, 62x","inbound","transfer point",3,2,2,1,1
"07540","4th St & Hawthorne Ln",35.2116443,-80.8258653,188.5,477.5,31,167,520.1818182,31,186.5833333,644.6666667,31,157.8333333,704.25,31,318.5,1427.75,31,390.1666667,1610.666667,31,421.8333333,1243.166667,31,"HAWTHORNE & BARNETTE","15, 62x","outbound","transfer point",2,2,2,1,1
"07565","Randolph Rd & Caswell Rd",35.2103891,-80.8242725,102.5,281.1666667,31,88,288.2727273,31,115.0833333,314.0833333,31,258,673.8333333,31,430.0833333,1138,31,160.9166667,666.8333333,31,145.0833333,578.75,31,"CASWELL & COLONIAL","15, 62x","outbound","transfer point",2,2,2,1,1
"07570","WT Harris Blvd & Bonlyn Dr",35.1991613,-80.7261213,308.0833333,293,31,372.5454545,319,31,266.6666667,270.0833333,31,325.1666667,319.4166667,31,416.8333333,455.3333333,31,409.6666667,455.6666667,31,608.5,497,31,"BONLYN & BARAWAY","221, 3","inbound","transfer point",3,4,4,4,0
"07590","Alleghany St & Ashley Rd",35.238311,-80.8959541,115.3333333,20.25,31,193.2727273,24.81818182,31,120.75,14.33333333,31,176.25,19.33333333,31,307.5833333,32.66666667,31,125,22.83333333,31,105.5,35.5,31,"CRISMAN & ASHLEY","34","inbound","not a transfer point",3,3,3,3,0
"07640","WT Harris Blvd & Idlewild Rd North",35.1951988,-80.7258348,37,36.58333333,31,45.18181818,39.90909091,31,29.5,31.41666667,31,53.91666667,30.91666667,31,93.66666667,62.58333333,31,108.25,72.41666667,31,151.1666667,87.25,31,"SNOW & IDLEWILD","221, 3","not applicable","transfer point",3,4,4,4,1
"07650","John St & Ames Rd",35.117143,-80.724167,285.8333333,33.66666667,31,341.4545455,39.09090909,31,199.9166667,22.5,31,530.25,39.75,31,1463.583333,97,31,1225,78.66666667,31,1370.916667,116,31,"FREEMONT & AMES","27, 51","inbound","not a transfer point",5,6,6,2,1
"07800","Morehead St & Kenilworth Ave",35.2088689,-80.8399668,37,18.66666667,27,45.09090909,25.36363636,27,8.166666667,4.916666667,27,27.83333333,11.16666667,27,17.41666667,13.25,27,27,6.333333333,27,0,0,0,"BERKELEY & KENILWORTH","20","inbound","not a transfer point",1,1,1,1,0
"07810","Morehead St & Kenilworth Ave",35.2081173,-80.8394626,189.25,126.75,31,222.9090909,190.2727273,31,121.25,88.41666667,31,145.1666667,117.9166667,31,268.5833333,210.0833333,31,232,135.0833333,31,173.6666667,138.6666667,31,"KENILWORTH & MONTICELLO","20, 6","inbound","not a transfer point",4,4,4,4,0
"07820","Morehead St & Harding Pl",35.206301,-80.8377558,141,86.33333333,31,247.3636364,149.2727273,31,94.5,62.25,31,188.3333333,124.1666667,31,394.0833333,207.5833333,31,148.9166667,44.41666667,31,107.0833333,19.16666667,31,"MOREHEAD MEDICAL & HARDING","20, 6","inbound","not a transfer point",4,4,4,4,0
"07821","Morehead St & Harding Pl",35.206056,-80.837361,41,14.41666667,27,94.45454545,29.09090909,27,34.91666667,18.08333333,27,108.1666667,41.16666667,27,96.83333333,57,27,58.33333333,27,27,0,0,0,"HARDING & KINGS","20"," ","not a transfer point",1,1,1,1,0
"07861","Brevard St & 9th St",35.2286401,-80.8348166,18,55.25,31,25.63636364,105.4545455,31,8.833333333,35,31,21.91666667,84.83333333,31,78.08333333,222.3333333,31,17,149.4,31,0,0,0,"9TH & 11TH","4","inbound","transfer point",2,2,2,2,1
"07890","7th St @ Carole Hoffner Center",35.2247863,-80.8343266,33.83333333,16.66666667,31,91.54545455,54.72727273,31,36,23.83333333,31,54.66666667,37.41666667,31,122.6666667,118.8333333,31,83.41666667,80.83333333,31,171.0833333,137.3333333,31,"DAVIDSON & ALEXANDER","17","outbound","transfer point",2,2,2,1,1
"07900","7th St & Alexander St",35.2232295,-80.8323168,14,39.66666667,31,12.72727273,41.63636364,31,13,32.58333333,31,31.25,53.58333333,31,61.5,99.16666667,31,53,70.58333333,31,71.83333333,77.08333333,31,"ALEXANDER & MCDOWELL","17","inbound","transfer point",2,2,2,3,0
"07910","7th St & McDowell St",35.2229672,-80.8322046,37.75,58.41666667,31,61.81818182,74.72727273,31,34.25,60.33333333,31,49.33333333,69.75,31,92.66666667,129.6666667,31,76.5,109.5833333,31,50.25,74.75,31,"ALEXANDER & MCDOWELL","17","outbound","not a transfer point",2,2,2,1,1
"07930","7th St & Hawthorne Ln",35.2154843,-80.8217606,60.16666667,170.1666667,31,66.09090909,246.8181818,31,258.5833333,152.0833333,31,284.0833333,153.9166667,31,164.5,198.5,31,130.0833333,204.3333333,31,80.66666667,185,31,"HAWTHORNE & PARK","27","inbound","not a transfer point",4,4,4,4,2
"07940","7th St & Charlottetowne Ave",35.219212,-80.8270496,62,218.25,31,65,252.7272727,31,101.75,240,31,99.08333333,269.75,31,175,479.5,31,148.4166667,421,31,99.91666667,400.1666667,31,"SUNNYSIDE & INSURANCE","27","inbound","not a transfer point",4,4,4,4,2
"07960","7th St & Beaumont Ave",35.217067,-80.8238251,52,50.41666667,31,54.09090909,44.36363636,31,52.83333333,38.5,31,74.75,39.58333333,31,145.5833333,87.33333333,31,70.41666667,56.91666667,31,148.0833333,93.16666667,31,"BEAUMONT & ARMORY","27","inbound","not a transfer point",4,4,4,4,2
"07970","7th St & Armory Dr",35.2169288,-80.8237276,28.66666667,52,31,76,93.90909091,31,44.33333333,77.58333333,31,52.75,85.91666667,31,69.08333333,130.9166667,31,3.75,15.83333333,31,38.58333333,92.91666667,31,"BEAUMONT & ARMORY","27","outbound","not a transfer point",4,4,4,2,1
"07980","7th St & Hawthorne Ln",35.2154935,-80.8218241,285.5833333,151.1666667,31,341.2727273,136.2727273,31,309.4166667,418,31,362.75,505.1666667,31,351.1666667,329.5833333,31,361.3333333,387.75,31,313.6666667,225.1666667,31,"HAWTHORNE & PARK","27","outbound","not a transfer point",4,4,4,2,1
"08010","7th St & Clement Ave",35.2134326,-80.8193943,72.66666667,124.75,31,79.27272727,160.1818182,31,94.83333333,184.5833333,31,104.1666667,216.1666667,31,94.25,272.5,31,110,253,31,78.83333333,169.5,31,"CLEMENT & PECAN","27","outbound","not a transfer point",4,4,4,2,1
"08020","7th St & Caswell Rd",35.2127102,-80.8183765,101.1666667,144.1666667,31,130.2727273,166.6363636,31,154.5,154,31,184.8333333,174.8333333,31,248.3333333,230.5833333,31,194.5833333,221.6666667,31,151.1666667,230.5833333,31,"CLEMENT & PECAN","27","inbound","not a transfer point",4,4,4,4,2
"08030","7th St & Clarice Ave",35.2111857,-80.8164816,148,130.3333333,31,204,112.0909091,31,185.25,178.9166667,31,183.25,233.4166667,31,298.8333333,355.3333333,31,278.5,251.3333333,31,409.3333333,300.5,31,"CLARICE & RIDGEWAY","27","outbound","not a transfer point",4,4,4,2,1
"08040","7th St & Clarice Ave",35.211192,-80.816325,62.5,75.33333333,31,51,93.90909091,31,70.41666667,56.08333333,31,119.75,69.91666667,31,180.6666667,140.8333333,31,109,151,31,132.5,162.9166667,31,"CLARICE & RIDGEWAY","27","inbound","not a transfer point",4,4,4,3,2
"08060","7th St & Laurel Ave",35.2101558,-80.8149618,12.66666667,28.33333333,31,9,30.63636364,31,13.83333333,15.5,31,13.25,25.58333333,31,20.83333333,70.91666667,31,25.41666667,57.5,31,66.33333333,52.75,31,"RIDGEWAY & LAUREL","27","outbound","not a transfer point",4,4,4,2,1
"08070","7th St & Laurel Ave",35.210247,-80.8149244,21,9.583333333,31,14,16,31,6.833333333,9.75,31,20.5,14.16666667,31,46.83333333,19.08333333,31,49.66666667,16.08333333,31,43.75,54.75,31,"RIDGEWAY & LAUREL","27","inbound","not a transfer point",4,4,4,3,1
"08080","7th St & Bascom St",35.2089876,-80.8132204,22.08333333,4.333333333,31,7.818181818,2.090909091,31,26.33333333,4,31,44.75,10.5,31,53.41666667,16.58333333,31,73.91666667,24.08333333,31,118.4166667,29.33333333,31,"RANIER & CAMERON","27","inbound","not a transfer point",4,4,4,3,1
"08090","7th St & Cameron Ave",35.2090591,-80.8134871,6.5,36.66666667,31,8.181818182,28.81818182,31,6.916666667,28.25,31,14.08333333,52.58333333,31,28.5,95.91666667,31,20.08333333,82.58333333,31,28.08333333,111.8333333,31,"LAUREL & RANIER","27","outbound","not a transfer point",4,4,4,2,1
"08100","7th St & Dotger Ave",35.207923,-80.8124191,15.83333333,30.75,31,13.90909091,40.18181818,31,18.41666667,25.58333333,31,22,46.83333333,31,53.58333333,104.6666667,31,37.41666667,48.83333333,31,39.91666667,48,31,"CAMERON & DOTGER","27","outbound","not a transfer point",4,4,4,2,1
"08110","7th St & Dotger Ave",35.2079258,-80.8122265,33.25,14.08333333,31,51.36363636,25.54545455,31,38.66666667,16.41666667,31,58.33333333,21.25,31,130.75,36.75,31,72.83333333,29.16666667,31,43,17.33333333,31,"DOTGER & 5TH","27","inbound","not a transfer point",4,4,4,3,1
"08120","7th St & 5th St",35.2064568,-80.8111133,17.08333333,58.25,31,35.90909091,74.09090909,31,21.33333333,74.41666667,31,30.16666667,120.6666667,31,90.58333333,289.0833333,31,44,215.1666667,31,64.5,209.8333333,31,"DOTGER & 5TH","27","outbound","not a transfer point",4,4,4,2,1
"08130","7th St & Firefighter Pl",35.2062783,-80.810727,74.91666667,18.66666667,31,97.36363636,28,31,84.75,9.916666667,31,123.4166667,25.58333333,31,293.0833333,69.5,31,226.1666667,42.25,31,204,24.66666667,31,"DOTGER & FIREFIGHTER","27","inbound","not a transfer point",4,4,4,3,1
"08210","Brooklyn Village Ave & McDowell St",35.2161868,-80.8399663,18.75,10.16666667,31,14,10.09090909,31,32.66666667,16.33333333,31,21.66666667,12.33333333,31,28.25,26,31,52.83333333,23.58333333,31,47.25,13.91666667,31,"MCDOWELL & JOHN BELK","6","inbound","not a transfer point",3,3,3,4,0
"08220","3rd St & Brevard St",35.2231586,-80.8424953,133.1666667,622.4166667,23,216.6363636,909.4545455,24,67.41666667,391.3333333,23,89.16666667,721,24,233.5833333,1346.833333,25,165.4166667,1137.833333,25,105.1666667,919.4166667,23,"COLLEGE & BREVARD","48x, 53x, 62x, 63x, 77x, 82x, 85x","not applicable","transfer point",13,0,0,0,0
