"Stop ID","Stop Name","Latitude","Longitude","2022_Avg_Board","2022_Avg_Alight","2022_Max_Number_of_Days","2023_Avg_Board","2023_Avg_Alight","2023_Max_Number_of_Days","2021_Avg_Board","2021_Avg_Alight","2021_Max_Number_of_Days","2020_Avg_Board","2020_Avg_Alight","2020_Max_Number_of_Days","2019_Avg_Board","2019_Avg_Alight","2019_Max_Number_of_Days","2018_Avg_Board","2018_Avg_Alight","2018_Max_Number_of_Days","2017_Avg_Board","2017_Avg_Alight","2017_Max_Number_of_Days","Nearest_In","routes","Direction","Trans_P","Frequency_AM_Peak","Frquency_Midday","Frequency_PM_Peak","Frequency_Evening","Frequency_Late_Night"
"00001","7th St Station",35.227375,-80.838088,0.5,0,2,0,1,2,0,0,2,0,0,3,2,0,2,149,256,5,0,0,0,"UNKNOWN","Routes Unknown","not applicable","transfer nature unknown",0,0,0,0,0
"00002","CTC Station",35.225336,-80.840975,78,65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UNKNOWN","Routes Unknown","not applicable","transfer nature unknown",0,0,0,0,0
"00003","3rd/ Convention Center Station",35.223631,-80.843237,6,3.5,2,9,0,2,2,1,2,0,3,3,4,2,2,12,33,5,0,0,0,"UNKNOWN","Routes Unknown","not applicable","transfer nature unknown",0,0,0,0,0
"00004","Brooklyn Village Station",35.221319,-80.847066,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UNKNOWN","Routes Unknown","not applicable","transfer nature unknown",0,0,0,0,0
"00005","Carson Station",35.218822,-80.850947,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UNKNOWN","Routes Unknown","not applicable","transfer nature unknown",0,0,0,0,0
"00006","Bland Station",35.215787,-80.855346,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UNKNOWN","Routes Unknown","not applicable","transfer nature unknown",0,0,0,0,0
"00007","East/ West Station",35.212117,-80.85914,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UNKNOWN","Routes Unknown","not applicable","transfer nature unknown",0,0,0,0,0
"00008","New Bern Station",35.199887,-80.869042,23.66666667,140.3333333,3,26,34,2,10,21,2,41,53,3,30,46,2,69,657,5,0,0,0,"UNKNOWN","Routes Unknown","not applicable","transfer nature unknown",0,0,0,0,0
"00009","Scaleybark Station",35.190842,-80.875075,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UNKNOWN","Routes Unknown","not applicable","transfer nature unknown",0,0,0,0,0
"00010","Woodlawn Station",35.175789,-80.879063,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UNKNOWN","Routes Unknown","not applicable","transfer nature unknown",0,0,0,0,0
"00011","Tyvola Station",35.162948,-80.87757,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UNKNOWN","Routes Unknown","not applicable","transfer nature unknown",0,0,0,0,0
"00012","Archdale Station",35.152897,-80.877485,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UNKNOWN","Routes Unknown","not applicable","transfer nature unknown",0,0,0,0,0
"00013","Arrowood Station",35.135606,-80.876364,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UNKNOWN","Routes Unknown","not applicable","transfer nature unknown",0,0,0,0,0
"00014","Sharon Rd West Station",35.11945,-80.881962,14.5,32,2,24,70,2,7,23,2,33,123,3,23,111,2,0,0,0,0,0,0,"UNKNOWN","Routes Unknown","not applicable","transfer nature unknown",0,0,0,0,0
"00015","I-485 Station",35.107087,-80.882925,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UNKNOWN","Routes Unknown","not applicable","transfer nature unknown",0,0,0,0,0
"00016","9th Street Station",35.229656,-80.835022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UNKNOWN","Routes Unknown","not applicable","transfer nature unknown",0,0,0,0,0
"00021","9th Street Station (BusBridge-NB)",35.22918,-80.835609,1,3,2,4,3,2,2,1,2,5,1,3,2,4,2,53,48,5,0,0,0,"UNKNOWN","Routes Unknown","not applicable","transfer nature unknown",0,0,0,0,0
"00022","9th Street Station (BusBridge- SB)",35.228518,-80.834514,18,14,2,0,10,2,6,19,2,1,11,3,9,11,2,4,9,5,0,0,0,"UNKNOWN","Routes Unknown","not applicable","transfer nature unknown",0,0,0,0,0
"00023","7th Street Station (BusBridge- SB)",35.22776,-80.83764,0,0,2,0,2,2,0,2,2,4,7,3,4,6,2,60,56,5,0,0,0,"UNKNOWN","Routes Unknown","not applicable","transfer nature unknown",0,0,0,0,0
"00024","Brooklyn Village Station (BusBridge- SB)",35.221785,-80.846471,23,88,2,5,9,2,0,13,2,0,6,3,10,11,2,41,63,5,0,0,0,"UNKNOWN","Routes Unknown","not applicable","transfer nature unknown",0,0,0,0,0
"00025","Bland Street Station (BusBridge- SB)",35.217593,-80.854765,6,17,3,10,7,2,0,7,2,8,10,3,6,5,2,156,110,5,0,0,0,"UNKNOWN","Routes Unknown","not applicable","transfer nature unknown",0,0,0,0,0
"00040","12th St & Davidson St",35.2296536,-80.8299733,654.4166667,224.1666667,31,641.9090909,222.8181818,31,619.5833333,140.8333333,31,582.0833333,203.5833333,31,586.0833333,172.8333333,31,471.1,118.9,31,0,0,0,"CALDWELL & DAVIDSON","4","inbound","transfer point",2,2,2,2,1
"00081","Parkwood Station",35.236921,-80.82329,2,0,2,4,3,2,10,12,2,7,3,3,32,12,2,17,2,5,0,0,0,"UNKNOWN","Routes Unknown","not applicable","transfer nature unknown",0,0,0,0,0
"00082","25th St Station",35.241703,-80.817147,0.5,0,2,7,5,2,4,8,2,7,7,3,13,2,2,23,28,5,0,0,0,"UNKNOWN","Routes Unknown","not applicable","transfer nature unknown",0,0,0,0,0
"00083","36th St Station",35.249085,-80.806364,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,"UNKNOWN","Routes Unknown","not applicable","transfer nature unknown",0,0,0,0,0
"00084","Sugar Creek Station",35.251423,-80.792853,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UNKNOWN","Routes Unknown","not applicable","transfer nature unknown",0,0,0,0,0
"00085","Old Concord Road Station",35.259934,-80.77279,13.5,7,2,66,51,2,24,17,2,63,52,3,29,23,2,0,0,0,0,0,0,"UNKNOWN","Routes Unknown","not applicable","transfer nature unknown",0,0,0,0,0
"00086","Tom Hunter Station",35.277951,-80.766283,42,29,2,97,28,2,45,25,2,84,24,3,76,24,2,0,0,0,0,0,0,"UNKNOWN","Routes Unknown","not applicable","transfer nature unknown",0,0,0,0,0
"00087","University City Blvd Station",35.286787,-80.760864,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UNKNOWN","Routes Unknown","not applicable","transfer nature unknown",0,0,0,0,0
"00088","McCullough Station",35.301124,-80.752875,19,2,2,47,18,2,36,19,2,25,20,3,20,19,2,0,0,0,0,0,0,"UNKNOWN","Routes Unknown","not applicable","transfer nature unknown",0,0,0,0,0
"00089","JW Clay Blvd Station",35.310742,-80.745189,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UNKNOWN","Routes Unknown","not applicable","transfer nature unknown",0,0,0,0,0
"00090","UNC Charlotte Station",35.312136,-80.733749,59,22,2,244,141,2,211,104,2,315,188,3,313,210,2,0,0,0,0,0,0,"UNKNOWN","Routes Unknown","not applicable","transfer nature unknown",0,0,0,0,0
"00120","Airport Dr & Stonewall Jackson Home Dr",35.2047711,-80.9279193,39.91666667,35.83333333,31,53.09090909,34.54545455,31,13.75,33.16666667,31,20.5,33.66666667,31,45.08333333,58.33333333,31,75,30.41666667,27,93.83333333,32,27,"STONEWALL JACKSON HOME & SENTRY POST","235, 60","outbound","not a transfer point",1,1,1,4,0
"00126","Airport Dr & Ashley Cir",35.20794,-80.929098,18.5,24.25,31,28.90909091,31.63636364,31,15.25,17.58333333,31,31.16666667,26.75,31,58.66666667,70.58333333,31,44.66666667,43,27,77.5,45.25,27,"ASHLEY & ASHLEY","235, 60","inbound","not a transfer point",1,1,1,4,0
"00127","Airport Dr & Wilson Air Center Entrance",35.208967,-80.928956,32.08333333,28.66666667,31,56.36363636,57.45454545,31,23.75,27.75,31,33.91666667,32.33333333,31,114.8333333,72.33333333,31,74.66666667,45.58333333,27,85.83333333,48.58333333,27,"ASHLEY & ASHLEY","235, 60","outbound","not a transfer point",1,1,1,4,0
"00140","Airport Dr & Sentry Post Rd",35.2047363,-80.9280288,47.41666667,60.91666667,31,71.36363636,70.45454545,31,37.91666667,45.66666667,31,36.41666667,32.33333333,31,29.08333333,43.5,31,28.66666667,74.75,27,19.66666667,101,27,"STONEWALL JACKSON HOME & SENTRY POST","235, 60","inbound","not a transfer point",1,1,1,4,0
"00160","Central Ave & Reddman Rd",35.2041765,-80.7483286,752,334.9166667,31,845.6363636,379.8181818,31,672.8333333,336,31,906.25,492.0833333,31,1744.916667,755.9166667,31,1538.916667,628,31,1332.166667,528.1666667,31,"BELLSOUTH & EASTLAND MALL","221, 9","inbound","not a transfer point",8,8,8,8,1
"00170","Albemarle Rd & Jenkins Dr",35.2033285,-80.7434671,725.5,152.3333333,31,1259.727273,259.9090909,31,456.8333333,143.5,31,840.0833333,259,31,2023.75,496.9166667,31,2233.166667,405.75,31,2053.416667,378.1666667,31,"JENKINS & FARM POND","221, 40x, 46x, 9","inbound","not a transfer point",10,8,8,8,1
"00180","Albemarle Rd & Executive Center Dr",35.2030998,-80.7431066,150.3333333,510.9166667,31,202.4545455,758.8181818,31,133.8333333,346.1666667,31,193.1666667,597.4166667,31,332.25,1338.25,31,362.3333333,1777.416667,31,182.9166667,842.3333333,31,"JENKINS & FARM POND","221, 40x, 46x, 9","outbound","not a transfer point",7,8,8,7,2
"00183","Wachovia CIC -Entrance 1A",35.3135765,-80.7727801,44.58333333,26.5,23,76.63636364,37.36363636,23,40.25,16.83333333,23,92.41666667,58.75,23,434.25,323.4166667,23,383,354.3333333,23,618.1666667,450.3333333,23,"WACHOVIA & WACHOVIA 2","50","not applicable","not a transfer point",1,0,0,0,0
"00200","Graham St & Equipment Dr",35.2796568,-80.8065721,78,24.41666667,31,79.90909091,46.18181818,31,59.83333333,9.833333333,31,69.5,9.75,31,127,28.41666667,31,145.8333333,32.66666667,31,83.25,29.41666667,31,"EQUIPMENT & CANNON","22","inbound","not a transfer point",2,2,2,2,0
"00210","Albemarle Rd & Farm Pond Ln",35.203081,-80.7376945,2418.916667,436.8333333,31,3317.545455,537.2727273,31,1991.916667,329.3333333,31,2393.166667,457.9166667,31,3968.5,663.9166667,31,4215.416667,744.5833333,31,4264.916667,857,31,"FARM POND & WINTERHAVEN","221, 40x, 46x, 9","inbound","not a transfer point",9,8,8,8,1
"00230","Albemarle Rd & Winterhaven Dr",35.2027395,-80.7348864,180.6666667,488.0833333,31,255.2727273,615.3636364,31,143.4166667,438.8333333,31,219.5,595.25,31,310.8333333,886,31,289.3333333,812.0833333,31,263.4166667,706.9166667,31,"FARM POND & WINTERHAVEN","221, 40x, 46x, 9","outbound","not a transfer point",7,8,8,8,2
"00240","Albemarle Rd & Winterhaven Dr",35.2029796,-80.7355653,403.1666667,347.6666667,31,543,437.2727273,31,371.75,349.25,31,424.75,394.4166667,31,650.0833333,500.9166667,31,625.4166667,504.5,31,566.5833333,540.4166667,31,"FARM POND & WINTERHAVEN","221, 40x, 46x, 9","inbound","not a transfer point",9,8,8,8,1
"00250","Albemarle Rd & Regal Oaks Dr",35.2024959,-80.7312876,133.5,1170.75,31,154.7272727,1518.090909,31,118.3333333,964.25,31,188.5833333,1255.916667,31,253.1666667,1985.583333,31,204.3333333,1858.833333,31,199.9166667,1621.833333,31,"WINTERHAVEN & REGAL OAKS","221, 40x, 46x, 9","outbound","not a transfer point",7,8,8,8,2
"00260","Albemarle Rd & Regal Oaks Dr",35.2026918,-80.731274,1213.166667,205.25,31,1522.636364,251.6363636,31,981.75,194.1666667,31,1366.5,269.75,31,2304.083333,367.1666667,31,2251.583333,340.6666667,31,1950.5,336.9166667,31,"WINTERHAVEN & REGAL OAKS","221, 40x, 46x, 9","inbound","not a transfer point",9,8,8,8,1
"00270","Albemarle Rd & WT Harris Blvd",35.2024541,-80.7281381,423.5833333,138.6666667,31,632.7272727,181.9090909,31,264.5833333,107.0833333,31,367.0833333,155.8333333,31,664.3333333,224.5,31,572.6666667,222.9166667,31,400.0833333,153,31,"COURTYARD EAST & W T HARRIS","221, 40x, 46x, 9","inbound","transfer point",9,8,8,8,1
"00280","Albemarle Rd & WT Harris Blvd",35.2022873,-80.7286011,21.66666667,36.33333333,31,44.09090909,54.54545455,31,16.91666667,24.91666667,31,31.16666667,34.75,31,35.75,61.66666667,31,34.66666667,52.5,31,27.58333333,63.08333333,31,"COURTYARD EAST & W T HARRIS","221","outbound","transfer point",1,2,2,2,0
"00285","Albemarle Rd & Lawyers Rd Park and Ride",35.2039085,-80.7241066,1737.333333,949.9166667,31,1783.636364,1007.909091,31,1310.416667,728.75,31,1811.75,1073.916667,31,3117.5,2091.666667,31,3071.833333,1816.5,31,2624.333333,1689.416667,31,"ALBEMARLE & W T HARRIS","3, 40x, 46x, 9","not applicable","transfer point",10,8,8,8,3
"00300","Albemarle Rd & Lake Forest Rd East",35.2049613,-80.7182558,6.833333333,0.583333333,23,0.818181818,2.363636364,23,0.25,1.083333333,22,0.5,0.416666667,23,2.333333333,7.833333333,23,3.083333333,14.08333333,23,2.333333333,27.75,23,"DOCKSIDE & LAKE FOREST","46x","outbound","not a transfer point",0,0,0,0,0
"00320","Albemarle Rd & Lynton Blvd",35.207942,-80.7086043,2.916666667,17.91666667,23,0.727272727,32.27272727,23,0.166666667,1.75,22,0.333333333,4.583333333,23,0.416666667,18.25,23,2.333333333,28.08333333,23,1.416666667,47.16666667,23,"MALLARD & LYNTON","46x","outbound","not a transfer point",0,0,0,0,0
"00330","Albemarle Rd & Olde Savannah Rd",35.2103953,-80.6994776,0.083333333,2.75,23,0.181818182,6.363636364,23,0.083333333,5,22,0.25,3.333333333,23,1.416666667,10.66666667,23,1.5,20.66666667,23,2.666666667,29.41666667,23,"JAMISON PLACE & OLDE SAVANNAH","46x","outbound","not a transfer point",0,0,0,0,0
"00340","Albemarle Rd & Dwightware Blvd",35.211563,-80.6907881,68.75,26.58333333,31,111.7272727,23.45454545,31,28.33333333,15.83333333,31,56,12.75,31,87.66666667,40.08333333,31,109.6666667,52.25,31,105.4166667,52.91666667,31,"CIRCUMFERENTIAL & DWIGHTWARE","222, 46x","outbound","transfer point",1,1,1,1,0
"00360","Alleghany St @ 1335",35.2377491,-80.8912318,62.83333333,16.33333333,31,95.63636364,18,31,50.75,12.16666667,31,92.41666667,14.41666667,31,329.5,28.91666667,31,214,44.66666667,31,212.0833333,56.08333333,31,"CRISMAN & ASHLEY","34","inbound","transfer point",3,3,3,3,0
"00400","Alleghany St @ Phillip Berry Academy",35.2377806,-80.8911831,13.25,47.5,31,30.09090909,76.63636364,31,18.91666667,66,31,29.08333333,63.16666667,31,137.5,163.6666667,31,251,216.4166667,31,298.4166667,232.1666667,31,"CRISMAN & ASHLEY","34","outbound","transfer point",3,3,3,2,1
"00410","Ashley Rd & Alleghany St",35.2404573,-80.8972053,1273.333333,587.75,31,1632,702.5454545,31,1037.083333,491.25,31,1444.25,645.8333333,31,2123.25,967.4166667,31,1308.333333,479.25,31,1138.166667,436.25,31,"LINDBERGH & ALLEGHANY","2, 235, 34","inbound","transfer point",6,5,5,7,1
"00580","Anderson St & Tappan Pl",35.2433748,-80.7934491,11.08333333,32.83333333,31,9.545454545,46,31,5.333333333,35.83333333,31,11.16666667,60.66666667,31,13.08333333,70,31,17.83333333,72.91666667,31,40.41666667,77.25,31,"THE PLAZA & TAPPAN","23","outbound","not a transfer point",2,2,2,2,2
"00590","Anderson St & The Plaza",35.2433151,-80.7932816,9.083333333,4.666666667,31,11.36363636,6.818181818,31,3.666666667,2.833333333,31,16.33333333,10.08333333,31,25.58333333,28.08333333,31,23.41666667,29.83333333,31,26.33333333,47,31,"THE PLAZA & TAPPAN","23","inbound","not a transfer point",2,2,2,2,1
"00600","Anderson St & Byrnes St",35.2425028,-80.7918843,20.58333333,8.083333333,31,15,0.909090909,31,13.25,1.833333333,31,9.083333333,1.583333333,31,23.08333333,1.75,31,31.16666667,2.5,31,24.91666667,3.75,31,"TAPPAN & BYRNES","23","inbound","not a transfer point",2,2,2,2,1
"00610","Anderson St & Hampshire Pl",35.2421836,-80.7909601,4.416666667,58.33333333,31,2.636363636,46.90909091,31,5.666666667,34.66666667,31,3.75,36.5,31,3.916666667,45.33333333,31,5.166666667,59.08333333,31,13.25,49.91666667,31,"BYRNES & HAMPSHIRE","23","outbound","not a transfer point",2,2,2,2,2
"00620","Anderson St & Hampshire Pl",35.2421956,-80.7906731,38.83333333,4.333333333,31,24,2,31,12,2.083333333,31,10.41666667,1.666666667,31,16.83333333,1.416666667,31,14.91666667,2.583333333,31,8,3.083333333,31,"BYRNES & HAMPSHIRE","23","inbound","not a transfer point",2,2,2,2,1
"00630","Anderson St & Eastwood Dr",35.2420506,-80.7890241,45.58333333,10.66666667,31,50.18181818,20,31,21.33333333,3.75,31,50,4,31,90,7.416666667,31,107.9166667,11.58333333,31,97.16666667,28.83333333,31,"HAMPSHIRE & EASTWOOD","23","inbound","not a transfer point",2,2,2,2,1
"00640","Anderson St & Eastwood Dr",35.2419907,-80.7892416,10.08333333,44.5,31,11.90909091,53.54545455,31,3.666666667,29.83333333,31,3.333333333,48.08333333,31,5.166666667,66.66666667,31,17.5,98.5,31,38.58333333,77.41666667,31,"ACADEMY & ANDERSON","23","outbound","not a transfer point",2,2,2,2,2
"00670","Arboretum Center Dr & Providence Rd",35.0977913,-80.7799336,128.5833333,457.0833333,31,206.7272727,694.0909091,31,114.3333333,439,31,120.5833333,639.4166667,31,111.8333333,1066.083333,31,111.8333333,1069.083333,31,100.4166667,1168.666667,31,"<Street beginning> & PROVIDENCE","14","outbound","not a transfer point",2,2,2,1,0
"00720","Arrowhead Dr & Countryside Dr",35.2712446,-80.7697051,108.3333333,133.5,31,190.4545455,204.0909091,31,101.75,135.8333333,31,127.25,141.4166667,31,158.6666667,184.6666667,31,139.75,227.1666667,31,119.3333333,105.9166667,31,"DOVE TREE & COUNTRYSIDE","211","inbound","transfer point",3,3,3,2,0
"00750","Arrowhead Dr & Elgywood Ln",35.2711713,-80.7714205,6.666666667,13.66666667,31,64.54545455,78.36363636,31,17.41666667,26.5,31,28.41666667,64.58333333,31,38.33333333,87.91666667,31,26.75,52.75,31,40.83333333,64.83333333,31,"COUNTRYSIDE & ELGYWOOD","211","inbound","transfer point",3,3,3,2,0
"00760","Arrowood Rd & Windsong Dr",35.1341713,-80.8996176,71.75,41.33333333,31,87.90909091,34.63636364,31,52,34,31,104.6666667,34.83333333,31,207.3333333,105.5,31,247.4166667,89.33333333,31,257.1666667,96.83333333,31,"WINDSONG & FAWNBROOK","56","inbound","not a transfer point",2,2,2,2,0
"00770","Arrowood Rd & Forrest Point Blvd",35.1357423,-80.9030363,306.8333333,111.5833333,31,307.0909091,116.0909091,31,222.5,102.6666667,31,280.0833333,98.91666667,31,349.75,166.75,31,389.6666667,200.25,31,393.1666667,242.5,31,"FOREST ACCESS & FOREST POINT","56","inbound","not a transfer point",2,2,2,2,0
"00790","Arrowood Rd & Arrowpoint Blvd",35.1400373,-80.912673,17,14.5,31,54.18181818,14.09090909,31,25.08333333,20.5,31,6.083333333,4.916666667,31,26.41666667,19.33333333,31,28.91666667,21.08333333,31,40.16666667,18,31,"SOUTHERN PINE & ARROWPOINT","56","inbound","not a transfer point",2,2,2,2,0
"00795","Arrowood Rd & Microsoft Way",35.1428023,-80.91861,51.83333333,15.66666667,31,91.90909091,39,31,48.58333333,7.25,31,56,13.25,31,130,44.66666667,31,141.0833333,39.25,31,80.91666667,28.5,31,"CRESCENT EXECUTIVE & HANSON","56","inbound","not a transfer point",2,2,2,2,0
"00810","Arrowood Rd & Royal Point Dr",35.1450341,-80.9226899,53.33333333,3.333333333,31,104.7272727,13.18181818,31,39.83333333,6.666666667,31,63.75,9.833333333,31,140,12.5,31,134.1666667,37,31,132.9166667,37.66666667,31,"BRAMBLEWOOD & ROYAL POINT","56","inbound","not a transfer point",2,2,2,2,0
"00930","Arrowood Rd & Fawnbrook Ln",35.1345511,-80.9001973,36.5,76.33333333,31,31.54545455,101.1818182,31,29.83333333,57.16666667,31,37.58333333,104.4166667,31,74.25,225.75,31,66.5,261.0833333,31,113.8333333,307.6666667,31,"WINDSONG & FAWNBROOK","56","outbound","not a transfer point",2,1,1,2,0
"00960","Arrowood Rd & Forest Point Blvd",35.1359669,-80.903214,122.5,309.8333333,31,115.3636364,321.8181818,31,109.0833333,250,31,108.1666667,318,31,175,414.0833333,31,207.8333333,530.1666667,31,227.5833333,523.5833333,31,"FOREST ACCESS & FOREST POINT","56","outbound","not a transfer point",2,1,1,2,0
"01000","Arrowood Rd & Red Oak Blvd",35.1392208,-80.9103564,31.5,77.16666667,31,32.09090909,122.4545455,31,37.25,46.91666667,31,43.66666667,100.4166667,31,106.25,239.75,31,53.83333333,249,31,56.16666667,185.25,31,"SOUTHERN PINE & ARROWPOINT","56","outbound","transfer point",2,1,1,2,0
"01001","Arrowood Rd & Southern Pine Blvd",35.1390421,-80.9104631,77.16666667,25.83333333,31,137,20,31,69.25,31.66666667,31,96.66666667,37.33333333,31,267.25,79.5,31,204.3333333,55.91666667,31,177.75,63.33333333,31,"SOUTHERN PINE & ARROWPOINT","56","inbound","not a transfer point",2,2,2,2,0
"01020","Arrowood Rd & Arrowpoint Blvd",35.1405586,-80.9131875,21.16666667,26.08333333,31,15.18181818,72.27272727,31,23.91666667,29.83333333,31,7.583333333,17.16666667,31,10.66666667,71.58333333,31,12,50.66666667,31,9.5,66.66666667,31,"ARROWPOINT & MICROSOFT","56","outbound","not a transfer point",2,1,1,2,0
"01030","Arrowood Rd & Crescent Executive Dr",35.1431581,-80.9187114,18.16666667,66.16666667,31,28.36363636,87.18181818,31,9.916666667,61.91666667,31,22.08333333,71.5,31,71.41666667,211.9166667,31,40.66666667,231.3333333,31,22.16666667,152.5,31,"CRESCENT EXECUTIVE & HANSON","56","outbound","not a transfer point",2,1,1,2,0
"01100","Arrowood Rd & Altacrest Pl",35.1461071,-80.9242088,119.3333333,688.4166667,31,165.5454545,820.3636364,31,118.9166667,679.1666667,31,106.6666667,737.0833333,31,183.1666667,1441.5,31,202.1666667,1019.083333,31,155.25,654.6666667,31,"ROYAL POINT & ALTACREST","56","outbound","not a transfer point",2,2,2,2,0
"01110","Arrowood Rd & Tryon St",35.1463704,-80.9251659,777.8333333,172.25,31,908.6363636,200.7272727,31,802.9166667,140.3333333,31,892.0833333,146.75,31,1609.416667,282.75,31,902.9166667,191.5,31,632.1666667,175.4166667,31,"ALTACREST & TRYON","56","inbound","not a transfer point",2,2,2,2,0
"01170","Ashley Rd & Freedom Dr",35.2462561,-80.8927311,57.66666667,433.8333333,31,51,531.6363636,31,56.66666667,413,31,54.75,556.1666667,31,112.8333333,1000.25,31,95.66666667,734.6666667,31,104.9166667,736,31,"TRIANGLE & FREEDOM","8","outbound","not a transfer point",3,3,3,2,1
"01180","Tuckaseegee Rd & Freedom Dr",35.2461645,-80.8926096,4.416666667,5,31,13,11,31,236,51.41666667,31,770.9166667,113.0833333,31,1326.833333,172.6666667,31,331.4166667,44.5,31,71.66666667,17.25,31,"TRIANGLE & FREEDOM","8","inbound","not a transfer point",2,3,3,3,1
"01190","Ashley Rd & Tuckaseegee Rd",35.2441918,-80.895506,893.0833333,1028.75,31,1074.636364,1272.454545,31,925.4166667,1041.083333,31,1124.75,1399.416667,31,1498.583333,2333.583333,31,791.25,1617.666667,31,572.8333333,1069.166667,31,"FREEDOM & TUCKASEEGEE","2, 8","outbound","transfer point",5,4,4,4,2
"01200","Ashley Rd & Freedom Dr",35.2441036,-80.8952298,1149.416667,758.0833333,31,1439.909091,935.7272727,31,1251.916667,787.5,31,1613.666667,931.4166667,31,2648,1277.083333,31,2121.166667,829.4166667,31,1804,648.75,31,"FREEDOM & TUCKASEEGEE","2, 8","inbound","transfer point",4,5,5,5,1
"01210","Ashley Rd & Tuckaseegee Rd",35.243693,-80.8965871,6.916666667,31.91666667,31,4.909090909,42.27272727,31,7.75,55,31,7.083333333,76.83333333,31,10.75,82.75,31,8.583333333,59.25,31,10,66.16666667,31,"TUCKASEEGEE & SCOTT FUTRELL","2","outbound","not a transfer point",2,2,2,2,0
"01220","Ashley Rd & Scott Futrell Dr",35.2410768,-80.8970426,48.66666667,65.08333333,31,80.90909091,92.72727273,31,37.5,48.5,31,67.83333333,107.75,31,73.36363636,125.3636364,31,124.2222222,576.6666667,31,144.6666667,505.75,31,"SCOTT FUTRELL & LINDBERGH","2","outbound","transfer point",2,2,2,2,0
"01230","Ashley & Allegany",35.2396123,-80.8972036,5.666666667,7.333333333,31,10.09090909,9.727272727,31,3.583333333,3.583333333,31,13,13.58333333,31,22.66666667,21.5,31,2.333333333,1.333333333,31,0,0,0,"LINDBERGH & ALLEGHANY","2","not applicable","transfer point",2,1,1,2,1
"01240","Ashley Rd & Alleghany St",35.2391343,-80.8970708,531.1666667,1055.5,31,595,1296.909091,31,415.5,919.0833333,31,517.75,1122,31,708.0833333,1775.5,31,265.0833333,984.9166667,31,260.6666667,781.75,31,"LINDBERGH & ALLEGHANY","2, 235, 34","outbound","not a transfer point",6,6,6,6,1
"01260","Ashley & Allegany",35.2378978,-80.8971246,5.583333333,66.5,31,10.63636364,118.4545455,31,3.666666667,71.66666667,31,12.91666667,114.6666667,31,21.41666667,155.9166667,31,23,114.6666667,31,0,0,0,"ALLEGHANY & LIGGETT","2","not applicable","transfer point",2,2,2,2,0
"01270","Ashley Rd & Alleghany St",35.237573,-80.8973166,40.25,9.416666667,31,62.45454545,16.36363636,31,29.25,10.5,31,55.66666667,12.91666667,31,128.9166667,38.58333333,31,96.08333333,25.66666667,31,109.3333333,26.91666667,27,"ALLEGHANY & LIGGETT","2, 235","inbound","transfer point",3,2,2,4,1
"01290","Ashley Rd & Bullard St",35.2355803,-80.8970106,14.83333333,32.08333333,31,15.36363636,50.18181818,31,6.833333333,24,31,8,31.25,31,33.5,125.5833333,31,12.5,44.41666667,31,13.58333333,43.25,27,"LIGGETT & BULLARD","2, 235, 30","outbound","not a transfer point",5,4,4,5,0
"01300","Ashley Rd & Bullard St",35.2355991,-80.8971326,13.83333333,17.75,31,27.81818182,15.27272727,31,11,10.75,31,20.83333333,17.33333333,31,89.08333333,37.83333333,31,60,17.5,31,51,29.58333333,27,"LIGGETT & BULLARD","2, 235","inbound","not a transfer point",3,2,2,4,1
"01310","Ashley Rd & Alleghany St",35.2378743,-80.8971371,39.58333333,114.4166667,27,34.72727273,155.2727273,27,13.75,47.41666667,27,26.25,129.5,27,72.25,336.5833333,27,28.91666667,171.8333333,27,30.41666667,171.5833333,27,"ALLEGHANY & LIGGETT","235, 30","outbound","not a transfer point",3,2,2,3,0
"01330","Ashley Rd & Kempton Pl",35.2337955,-80.8958371,40.25,104.75,31,57.81818182,115.8181818,31,27.75,51.25,31,62.66666667,68,31,73.83333333,102,31,76.91666667,197.25,31,87.75,216,31,"KEMPTON & KEMPTON","2, 235, 30","outbound","transfer point",5,4,4,5,0
