Stop ID,Stop Name,Latitude,Longitude,2022_Avg_Board,2022_Avg_Alight,2022_Max_Number_of_Days,Year
31670,The Plaza & Lakedell Dr,35.2493425,-80.7674428,98.75,35.16666667,31,2022
31690,The Plaza & Shannonhouse Dr,35.2501333,-80.7621363,20.91666667,124.25,31,2022
31700,The Plaza & Shannonhouse Dr,35.250193,-80.7624303,151,27.25,31,2022
31720,The Plaza & Vickery Dr,35.2506947,-80.7604133,12.91666667,31,31,2022
31730,The Plaza & Vickery Dr,35.250895,-80.7602518,23.41666667,21.33333333,31,2022
31740,The Plaza & Frank Dr,35.2511223,-80.7587461,52.33333333,139,31,2022
31750,The Plaza & Cove Creek Dr,35.2511194,-80.7578254,161.0833333,64.66666667,31,2022
31760,The Plaza & Bridgeport Dr,35.2495721,-80.7552619,58.33333333,16.08333333,31,2022
31770,The Plaza & Ilford St,35.249832,-80.7559246,23.41666667,63.75,31,2022
31780,The Plaza & Kildare Dr,35.2485856,-80.7540029,115,388.3333333,31,2022
31800,The Plaza & Milton Rd,35.2481115,-80.7529845,548.6666667,227.75,31,2022
31810,The Plaza & Fairmarket Pl,35.2503966,-80.7486666,533.75,49.16666667,31,2022
31830,The Plaza @ Family Dollar,35.2490317,-80.7503968,52,230.1666667,31,2022
31840,The Plaza @ 6301 (car wash),35.249207,-80.7504668,154,39.83333333,31,2022
31850,The Plaza & Barrington Dr,35.2503936,-80.7484798,108.8333333,249.3333333,31,2022
31860,The Plaza & McBride St,35.2515303,-80.7468268,22.33333333,114.3333333,31,2022
31880,The Plaza & Lake Dr,35.2533146,-80.7440733,6.083333333,22,31,2022
31890,The Plaza & McBride St,35.2528193,-80.7449356,5.333333333,2.416666667,27,2022
31900,The Plaza & Plaza Ln,35.2542845,-80.7426316,24.16666667,2.166666667,27,2022
31910,The Plaza & Karenstone Dr,35.2543326,-80.7424146,14.58333333,61.41666667,31,2022
31930,The Plaza & WT Harris Blvd,35.2565093,-80.7389418,323.4166667,534.3333333,31,2022
31940,The Plaza & Hunters Crossing Ln,35.2567046,-80.7388323,160.25,23.58333333,27,2022
32120,Thriftwood Dr & Interurban Ave,35.2590033,-80.9038081,53,52.5,31,2022
32140,Thriftwood Dr & Marble St,35.2568783,-80.9028151,7.083333333,33.25,31,2022
32150,Thriftwood Dr & Freedom Dr,35.2542725,-80.9031476,89.5,68.25,31,2022
32160,Tipperary Pl & Stonehaven Dr,35.2351282,-80.7603192,20.75,139.5,31,2022
32180,Tipperary Pl & Foxford Pl,35.2376735,-80.7593133,38.16666667,144.9166667,31,2022
32190,Tipperary Pl & Foxford Pl,35.2376316,-80.7593575,137.0833333,18,31,2022
32250,Tipperary Pl & Bankston Pl,35.2388056,-80.7577491,41.5,4.25,31,2022
32260,Tipperary Pl & Slagle Dr,35.2392001,-80.7564641,16.66666667,76.16666667,31,2022
32290,Tipperary Pl & Slagle Dr,35.2392284,-80.7565036,23.25,8.833333333,31,2022
32300,Tipperary Pl & Vinetta Ct,35.2404861,-80.7542438,2,5.833333333,31,2022
32310,Tipperary Pl & Marbetta Ln,35.2414588,-80.7526481,8,66.41666667,31,2022
32330,Tipperary Pl & Vinetta Ct,35.2405788,-80.7542571,2,0.333333333,31,2022
32350,Tipperary Pl & Marbetta Ln,35.2412504,-80.7531415,21.66666667,4.25,31,2022
32370,Tipperary Pl & Milton Rd,35.2420971,-80.7515778,32.58333333,8.083333333,31,2022
32437,Tuckaseegee Rd & Burkholder Rd,35.244832,-80.933888,21.5,38.33333333,31,2022
32455,Tom Hunter Rd & Echo Glen Rd,35.2782019,-80.782565,277.3333333,190.9166667,31,2022
32470,Tom Hunter Rd & White Plains Rd,35.2768516,-80.7880443,75.66666667,24.83333333,31,2022
32480,Tom Hunter Rd & Vancouver Dr,35.2772516,-80.7891931,43.58333333,68.08333333,31,2022
32490,Tom Hunter Rd & Reagan Dr,35.2788673,-80.790158,666.5,541.8333333,31,2022
32550,Transit Center- Bay X,35.224447,-80.841852,714,1727.083333,23,2022
32590,Tuckaseegee Rd & Parkway Ave,35.242552,-80.8790283,52.75,191.3333333,31,2022
32600,Tuckaseegee Rd & Coker St,35.2424961,-80.8790976,124.0833333,26.83333333,31,2022
32610,Tuckaseegee Rd & Enderly Rd,35.2434291,-80.8811413,61.91666667,273.75,31,2022
32620,Tuckaseegee Rd & Enderly Rd,35.2433101,-80.8810016,260.75,52.41666667,31,2022
32630,Tuckaseegee Rd & McQuay St,35.2439328,-80.8821921,7.75,55.41666667,31,2022
32640,Tuckaseegee Rd & Karendale Ave,35.2447424,-80.883997,140.4166667,52.66666667,31,2022
32650,Tuckaseegee Rd & Karendale Ave,35.2445653,-80.8835838,62.91666667,145.25,31,2022
32660,Tuckaseegee Rd & Glenwood Dr,35.2454501,-80.885662,526.5833333,77.33333333,31,2022
32670,Tuckaseegee Rd & Glenwood Dr,35.2456029,-80.8858116,104.0833333,477.75,31,2022
32675,Tuckaseegee Rd & Hazel St,35.245974,-80.888539,89.41666667,10.75,31,2022
32685,Tuckaseegee Rd & Hazel St,35.246081,-80.888146,11.25,59.66666667,31,2022
32700,Tuckaseegee Rd & Tennyson Dr,35.2465523,-80.8910885,28,195.9166667,31,2022
32710,Tuckaseegee Rd & Tennyson Dr,35.2465931,-80.8917038,498.75,72.16666667,31,2022
32720,Tuckaseegee Rd & I-85,35.2460293,-80.8985208,814.25,170.5833333,31,2022
32730,Tuckaseegee Rd & Edgewood Rd,35.2462109,-80.8988428,157.9166667,720.5,31,2022
32736,Tuckaseegee Rd & Ashley Rd,35.245163,-80.896349,143.25,467.8333333,31,2022
32740,Tuckaseegee Rd & Cheshire Ave,35.2467478,-80.9022503,104.4166667,72.75,31,2022
32750,Tuckaseegee Rd & J Julian Ln,35.2482059,-80.9077941,266.9166667,19.66666667,31,2022
32751,Tuckaseegee Rd & Timberbrook Dr,35.24853,-80.908615,38.58333333,219.3333333,31,2022
32760,Tuckaseegee Rd & Mulberry Pond Dr,35.2483104,-80.9106373,85.25,20.16666667,31,2022
32761,Tuckaseegee Rd & Mulberry Pond Dr,35.248487,-80.910627,37.5,123.1666667,31,2022
32770,Tuckaseegee Rd & Heather Glen Ln,35.2463566,-80.9156111,165.6666667,7.25,31,2022
32771,Tuckaseegee Rd & Heather Glen Ln,35.246685,-80.915076,23.91666667,164.3333333,31,2022
32780,Tuckaseegee Rd & Forestbrook Dr,35.2450642,-80.9177589,227.0833333,24,31,2022
32781,Tuckaseegee Rd & Mulberry Church Rd,35.24473,-80.919648,100.5,907.6666667,31,2022
32791,Tuckaseegee Rd & Toddville Rd,35.2446705,-80.9263234,141.9166667,215.25,31,2022
32870,Tyvola Rd & I-77,35.1635166,-80.8924754,58.83333333,18.16666667,31,2022
32880,Tyvola Rd & Westpark Dr,35.1631833,-80.8866431,3.916666667,24,31,2022
32890,Tyvola Rd & 77 Center Dr,35.1639611,-80.8849698,75.83333333,111,31,2022
32900,Tyvola Rd & I-77,35.1637394,-80.8923171,28.16666667,88,31,2022
32910,Tyvola Rd & 77 Center Dr,35.1641823,-80.8848071,118.0833333,163.5,31,2022
33010,UNCC- Mary Alexander Rd & Van Landingham Rd,35.3053265,-80.7274438,102,86.58333333,31,2022
33030,University City Blvd & Broadrick Blvd,35.3026621,-80.7291412,75.08333333,193.5,31,2022
33035,University City Blvd & Mark Twain Rd,35.2997847,-80.7341862,80.83333333,36.58333333,27,2022
33050,University City Blvd @ Town Center Plaza,35.2969343,-80.7404585,125.9166667,80.91666667,27,2022
33060,University City Blvd & WT Harris Blvd,35.2973858,-80.7401623,55.16666667,104.9166667,27,2022
33080,Valen Way & Mt Kisco Dr,35.2728798,-80.7850981,60.41666667,68.08333333,31,2022
33150,5th St & Irwin Ave,35.2355112,-80.8513626,190.1666667,245.0833333,31,2022
33151,5th St & Irwin Ave,35.2358156,-80.8516183,71.33333333,47.5,31,2022
33200,5th St & Frazier Ave,35.2393648,-80.856514,98.75,104.0833333,31,2022
33210,5th St & Frazier Ave,35.2392806,-80.856241,449,522.25,31,2022
33240,5th St & Trade St,35.2413295,-80.8581359,680.75,633.75,31,2022
33250,4th St Ext & Victoria Ave,35.2329286,-80.8534033,99.16666667,106.8333333,31,2022
33260,4th St Ext & Victoria Ave,35.2328953,-80.8538505,127.3333333,110.4166667,31,2022
33270,4th St Ext & Sycamore St,35.2330255,-80.8554425,38.91666667,32.25,31,2022
33280,4th St Ext & Sycamore St,35.2331303,-80.8554023,33.5,26.08333333,31,2022
33320,4th St Ext & Grandin Rd,35.2349076,-80.8606856,122.6666667,100.5833333,31,2022
33330,4th St Ext & Grandin Rd,35.2352291,-80.8615576,73.75,118.25,31,2022
33335,4th St Ext & Wesley Heights Way,35.236788,-80.864266,54.91666667,60.58333333,31,2022
33336,Tuckaseegee Rd & Wesley Heights Way,35.236749,-80.864902,48.5,50.66666667,31,2022
33371,Morehead St & Millerton Ave,35.2279078,-80.8730368,101.75,28.25,31,2022
33430,Morehead St & Grandin Rd,35.2291333,-80.8656435,205.4166667,138.5833333,31,2022
33440,Morehead St & Grandin Rd,35.2291763,-80.8645719,171.75,287.5833333,31,2022
33470,Morehead St & Millerton Av,35.2279886,-80.8725166,80.91666667,145.9166667,31,2022
33520,36th St & Alexander St,35.2464946,-80.8030409,22.16666667,95.83333333,31,2022
33530,36th St & Spencer St,35.2451866,-80.801502,6.666666667,16.83333333,31,2022
33540,36th St & Charles Ave,35.2441646,-80.8002971,17.66666667,9.833333333,31,2022
33550,36th St & Holt St,35.2425505,-80.7983656,34.83333333,31.91666667,31,2022
33560,36th St & The Plaza,35.2413573,-80.7970024,591.25,531.9166667,31,2022
33570,Trade St & Tryon St,35.2272965,-80.843415,100.3333333,824.1666667,31,2022
33890,Tyvola Rd & North Falls Dr,35.1868836,-80.9215956,63.83333333,9.416666667,31,2022
33891,Tyvola Rd & North Falls Dr,35.186246,-80.920987,6.333333333,26.25,31,2022
33980,Watson St & Griffith St,35.5018888,-80.850652,29,118.75,23,2022
33990,Welling Ave & Hoskins Rd,35.2612385,-80.8906426,158.25,67.66666667,31,2022
34070,West Blvd & Worthington Ave,35.2161781,-80.867811,54.58333333,5.25,31,2022
34080,West Blvd & Merriman Ave,35.21704,-80.8696718,15.75,29.66666667,31,2022
34100,West Blvd & Merriman Ave,35.2171298,-80.8701376,32.5,14.16666667,31,2022
34120,West Blvd & I-77,35.2175831,-80.8707501,5.083333333,8.916666667,31,2022
34140,West Blvd & Revolution Park Dr,35.2177976,-80.8739388,24,68.75,31,2022
34150,West Blvd & Revolution Park Dr,35.2176863,-80.8735778,111.75,11.41666667,31,2022
34160,West Blvd @ 1150,35.2172063,-80.8758277,14.75,25.83333333,31,2022
34170,West Blvd @ 1238,35.2169191,-80.8776239,4.083333333,31.25,31,2022
34180,West Blvd @ Greater Mt Sinai Baptist,35.2168045,-80.8777359,27.5,5.833333333,31,2022
34190,West Blvd & Fordham Rd,35.2167081,-80.8801379,118.8333333,8.416666667,31,2022
34200,West Blvd & Fordham Rd,35.2167922,-80.8802886,24.41666667,107.5833333,31,2022
34210,West Blvd @ 1520,35.2165955,-80.8820966,83.41666667,442.6666667,31,2022
34220,West Blvd & Remount Rd,35.216308,-80.8827706,272.5833333,67.41666667,31,2022
34230,West Blvd & Beech Nut Rd,35.2151251,-80.8870233,19.08333333,62.58333333,31,2022
34250,West Blvd & Remount Rd,35.2161123,-80.8842325,414.9166667,958.75,31,2022
34260,West Blvd @ 1603,35.2159173,-80.8845496,812.9166667,178.5833333,31,2022
34300,West Blvd & Dr Carver Rd,35.2143965,-80.8885611,258.5,29.75,31,2022
34320,West Blvd & Walton Rd,35.2131913,-80.8914901,193.25,89.33333333,31,2022
34330,West Blvd & Dr Carver Rd,35.2143469,-80.8889749,53.41666667,263.75,31,2022
34340,West Blvd & Walton Rd,35.2134555,-80.8912826,76.66666667,182.6666667,31,2022
34360,West Blvd & Donald Ross Rd,35.2123903,-80.8939503,5.25,65.5,31,2022
34400,West Blvd & Romare Bearden Dr,35.2116758,-80.8957666,586.5833333,120.4166667,31,2022
34420,West Blvd & Romare Bearden Dr,35.2119136,-80.8953611,40.58333333,226.5833333,31,2022
34440,West Blvd & James St,35.2116423,-80.8976243,25.33333333,371.5,31,2022
34450,West Blvd & Amay James Ave,35.2114387,-80.90154,30.83333333,148.3333333,31,2022
34480,West Blvd & Elmin St,35.2115838,-80.8995588,20.16666667,312.8333333,31,2022
34500,West Blvd & Ross Ave,35.2114948,-80.898192,356.25,36.66666667,31,2022
34520,West Blvd & Morning Dr,35.2114438,-80.8999625,29.83333333,3.75,31,2022
34540,West Blvd & Amay James Ave,35.2112313,-80.9019741,245.75,43.83333333,31,2022
34560,West Blvd & Tyvola Rd,35.21084,-80.9042545,101.6666667,48.08333333,31,2022
34580,West Blvd & Walter St,35.2110707,-80.9034916,72,206.5,31,2022
34610,West Blvd & Old Steele Creek Rd,35.2103575,-80.9070201,793.3333333,165.1666667,31,2022
34620,West Blvd & Old Steele Creek Rd,35.2103791,-80.9075579,119.25,512.25,31,2022
34650,West Blvd & Kenhill Dr,35.2096747,-80.9103297,480.9166667,92.33333333,31,2022
34670,West Blvd & Kenhill Dr,35.2101508,-80.9089052,94.08333333,412.0833333,31,2022
34690,West Blvd @ 2838,35.209615,-80.9111483,93,258.75,31,2022
34710,West Blvd & Holabird Ln,35.2085339,-80.9146655,29.41666667,218.75,31,2022
34750,West Blvd & Renaissance Way,35.2069,-80.919961,8.75,2.916666667,27,2022
34760,West Blvd & Leake St,35.2078846,-80.9165863,9.916666667,118.9166667,31,2022
34790,West Blvd & Holabird Ln,35.2084153,-80.9145709,219.9166667,35,31,2022
34850,West Blvd & Airport Dr,35.2045459,-80.926212,29.91666667,35.41666667,31,2022
34860,West Blvd & Airport Dr,35.2043351,-80.9260395,6.166666667,3.666666667,27,2022
34940,Westinghouse Blvd @ 1200,35.1196646,-80.9324668,19.16666667,33.75,31,2022
34960,Westinghouse Blvd & Cordage St,35.1222395,-80.9338638,2.083333333,41,31,2022
34970,Westinghouse Blvd & South Commerce Blvd,35.1249541,-80.9353478,26.41666667,43.75,31,2022
34980,Westinghouse Blvd & Brookford St,35.1254996,-80.9358393,27.58333333,4.666666667,31,2022
34985,Westinghouse Bv & S Tryon St,35.130255,-80.944472,58.66666667,122.75,31,2022
34990,Westinghouse Blvd & Tryon St,35.1292558,-80.9403026,277.5,91.66666667,31,2022
35000,Westinghouse Blvd & Tryon St,35.129325,-80.9394545,27.25,179.8333333,31,2022
35050,Wheatley Ave & Bunche Dr,35.1944093,-80.8045248,28,7.25,31,2022
35060,Wheatley Ave & Bunche Dr,35.1942528,-80.8036778,10.16666667,65.5,31,2022
35070,Wheatley Ave & Ellington St,35.19414,-80.8024518,46.41666667,141.6666667,31,2022
35080,Wheatley Ave & Ellington St,35.1941978,-80.8026421,179.8333333,31.66666667,31,2022
35170,Wilkinson Blvd & Remount Rd,35.2239693,-80.8843859,125.1666667,185.75,31,2022
35180,Wilkinson Blvd & Ashley Rd,35.2244941,-80.8937253,1433.916667,2506.083333,31,2022
35210,Wilkinson Blvd & Donald Ross Rd,35.2243623,-80.8960836,1009.75,736.75,31,2022
35230,Wilkinson Blvd & Old Steele Creek Rd,35.2246808,-80.8992433,185.6666667,477.25,31,2022
35250,Wilkinson Blvd & Midland Ave,35.2248906,-80.9048938,405.25,111.3333333,31,2022
35260,Wilkinson Blvd & Midland Ave,35.2250998,-80.9048355,95.08333333,337.25,31,2022
35280,Wilkinson Blvd & Morris Field Dr,35.2264153,-80.9106188,258,33.75,31,2022
35290,Wilkinson Blvd & Morris Field Dr,35.2259391,-80.9089046,50.25,283.5,31,2022
35300,Wilkinson Blvd & Alleghany St,35.2278683,-80.9139901,286.9166667,86.08333333,31,2022
35310,Wilkinson Blvd & Boyer St,35.2324163,-80.9250946,754,225.0833333,31,2022
35320,Wilkinson Blvd & Harlee Ave,35.2336791,-80.9325591,149.5833333,74.91666667,31,2022
35440,Woodland Dr & Commonwealth Ave,35.2080282,-80.7898718,5.75,11,31,2022
35450,Woodland Dr & Oakmont Ave,35.2083718,-80.7879968,1.166666667,1.916666667,31,2022
35460,Woodland Dr @ 1310,35.2084291,-80.7875763,1.75,0.833333333,31,2022
35470,Woodland Dr & Eastway Dr,35.208077,-80.7843479,36.75,144.9166667,31,2022
35480,Woodland Dr & Eastway Dr,35.2080698,-80.7841305,87.25,33.83333333,31,2022
35550,Woodland Dr & Commonwealth Ave,35.208048,-80.789522,7.083333333,13.83333333,31,2022
35570,Woodlawn Rd & Nations Crossing Rd,35.1791908,-80.8842176,9.083333333,96.25,31,2022
35580,Woodlawn Rd & Chastain Ave,35.1783148,-80.8809849,8.5,31,31,2022
35590,Woodlawn Rd & Nations Crossing Rd,35.1787726,-80.8822511,99.91666667,28.5,31,2022
35750,Woodlawn Rd & Longwood Dr,35.1724495,-80.8575211,5.916666667,5.5,27,2022
35770,Woodlawn Rd & Castlewood Rd,35.1725136,-80.8572083,5.75,4.75,27,2022
35780,Woodlawn Rd @ 1315,35.1722688,-80.8533139,216.25,28.33333333,27,2022
35790,Woodlawn Rd & Drexmore Ave,35.1720569,-80.852119,20.16666667,126.25,27,2022
35800,Woodlawn Rd & Parktowne Village Dr,35.1722165,-80.8488626,43.91666667,91.5,27,2022
35820,Woodlawn Rd & Park Rd,35.1720156,-80.8505611,35.91666667,241.6666667,27,2022
35830,Woodlawn Rd & Park Rd,35.1723094,-80.8492084,257.8333333,61.16666667,27,2022
35840,Woodlawn Rd & Montford Dr,35.171523,-80.8461938,10.41666667,21.25,27,2022
35845,Woodlawn Rd & Montford Dr,35.1718467,-80.8463832,19.91666667,13.66666667,27,2022
35860,Woodlawn Rd & Selwyn Ave,35.1711803,-80.8421275,34.16666667,5.416666667,27,2022
36090,Yuma St & Cinderella Rd,35.2658289,-80.7920356,35.83333333,20.41666667,31,2022
36100,Yuma St & Gondola Ave,35.2664169,-80.7913881,0.916666667,0.666666667,31,2022
36110,Yuma St & Argyle Dr West,35.2680826,-80.7918848,11.75,3.833333333,31,2022
36120,Yuma St & Hidden Valley Rd,35.2705468,-80.7926548,132.9166667,52.91666667,31,2022
36140,Transit Center- Bay A,35.2251336,-80.8407736,541.25,11408.83333,31,2022
36275,Concord Mills Mall,35.369567,-80.725632,161.9166667,15.33333333,27,2022
36480,Monroe Rd & Hwy 51,35.1203143,-80.7279593,38.41666667,224.5833333,31,2022
36820,Norris Ave & Grimes St,35.2534955,-80.8214483,13.41666667,35.25,31,2022
36890,Statesville Rd @ NorthPoint Presbyterian,35.437145,-80.865172,8.333333333,33.91666667,31,2022
36900,Eastway Dr @ Eastway Shopping Center,35.2108237,-80.7822835,828.6666667,518.6666667,31,2022
36970,South Blvd @ 9440 (Discount Tire),35.1084243,-80.8818283,6.25,99.25,31,2022
36980,South Blvd @ 9716 (Texaco),35.1056231,-80.8810291,45.75,14.08333333,31,2022
37050,Carolina Place Mall,35.0797765,-80.8777729,563.5,155.3333333,31,2022
37055,Carolina Place Pkwy & Pineville-Matthews Rd,35.0846813,-80.8802055,35.75,73.25,31,2022
37060,Pineville-Matthews Rd & Polk St,35.0851886,-80.884943,186.9166667,202,31,2022
37070,Polk St & Pineville-Matthews Rd,35.0869631,-80.8866486,46.41666667,37.83333333,31,2022
37080,Polk St @ 400,35.0888573,-80.8863581,16.66666667,5.833333333,31,2022
37090,Polk St & Morrow Ave,35.0919656,-80.8849371,23.33333333,33.08333333,31,2022
37100,Pineville Rd & Industrial Dr,35.0949374,-80.8835936,95.75,98.75,31,2022
37120,South Blvd & Longleaf Dr,35.1092911,-80.8818598,62.25,26.41666667,31,2022
37170,Trade St & Matthews Station St,35.1174758,-80.720888,64,225.25,31,2022
37176,Trade St & Park Center Dr,35.119633,-80.718749,25.25,48.5,31,2022
37180,Trade St & Matthews Township Pkwy,35.1210803,-80.7176061,33.08333333,75.33333333,31,2022
37190,Beatties Ford Rd & Hamilton Cir,35.3009323,-80.8555611,67.58333333,7.5,31,2022
37200,Independence Pointe Pkwy @ 10630,35.121639,-80.7076328,274.6666667,352.9166667,31,2022
37210,Independence Pointe Pkwy & Matthews-Mint Hill Rd,35.1187358,-80.7063961,37.58333333,165.4166667,31,2022
37220,Matthews-Mint Hill Rd & Crestdale Rd,35.1177973,-80.7080868,299.25,135.3333333,31,2022
37230,Matthews-Mint Hill Rd @ Presbyterian Hospital,35.1177076,-80.7128271,33.91666667,8.25,31,2022
37235,Trade St & Park Center Dr,35.119662,-80.718893,5.833333333,5.583333333,27,2022
37240,Trade St & Charles St,35.1173613,-80.7212323,210.0833333,49.25,31,2022
37241,Tuckaseegee Rd & Cheshire Av,35.246946,-80.902505,94.25,255.75,31,2022
37250,Matthews-Mint Hill Rd @ 701 (Conbraco),35.1178245,-80.7106631,6,3.5,31,2022
37270,Alleghany St & Ashley Rd,35.2383993,-80.8955473,7.583333333,86.08333333,31,2022
37280,Ashley Rd & Scott Futrell Dr,35.2438223,-80.8966846,117.1666667,111.1666667,31,2022
37310,Alleghany St @ 1203,35.2379816,-80.8883876,30.5,95,31,2022
37320,Alleghany St & Freedom Dr,35.2390325,-80.8868338,1156.666667,289.4166667,31,2022
37380,College St & 2nd St,35.2236409,-80.8456861,512.1666667,358.3333333,31,2022
37410,Church St & 9th St,35.2323385,-80.8381786,363.5833333,741.9166667,31,2022
37412,Tryon St & Brooklyn Village Ave,35.2235214,-80.8484869,210.6666667,112.1666667,31,2022
37460,Monroe Rd & Sardis Rd North,35.1379511,-80.7386083,159.0833333,928.25,31,2022
37465,Monroe Rd & Sardis Rd North (Eckerd Drugs),35.1380216,-80.7384566,860.9166667,160.25,31,2022
37480,John St & Ames Rd,35.1172513,-80.7244896,321.1666667,492.5,31,2022
37490,Monroe Rd @ 10600 (Animal Clinic),35.1287643,-80.7324713,13.91666667,78.75,31,2022
37510,Monroe Rd @ Drake Apts,35.1313661,-80.7351305,34.66666667,170.8333333,31,2022
37520,Monroe Rd & Galleria Blvd,35.1349728,-80.7370946,44.08333333,246.5833333,31,2022
37530,Independence Blvd & Idlewild Rd,35.1849353,-80.7577515,1,1,31,2022
37690,Rea Rd & Macandrew Dr,35.1000525,-80.8090713,0,0.5,23,2022
37700,Rea Rd & Carmel Estates Rd,35.0968113,-80.8098167,0,3.916666667,23,2022
37720,Rea Rd & Sundancer Ln,35.0893454,-80.8116061,4.833333333,5.166666667,23,2022
37760,Rea Rd & Bevington Pl,35.0783711,-80.8167513,1.916666667,16.91666667,23,2022
37762,Rea Rd & Piper Glen Dr,35.0670981,-80.8180095,0.916666667,18.41666667,23,2022
37764,Rea Rd & Old Course Dr,35.0710465,-80.8194173,3.25,12,23,2022
37770,Rea Rd @ Calvary Park & Ride,35.0818008,-80.8143173,0,3,23,2022
37790,Carmel Rd & Sharon View Rd,35.1392558,-80.8027986,4.166666667,4.583333333,23,2022
37800,Carmel Rd & Town & Country Dr,35.1353154,-80.8060818,0,0.083333333,23,2022
37810,Carmel Rd & Camilla Dr,35.1335908,-80.8073736,7.416666667,23.08333333,23,2022
38060,Randolph Rd & Sardis Rd,35.16048,-80.7873316,11.25,29.91666667,23,2022
38070,Carmel Rd & Wandering Way Dr,35.1442218,-80.8014188,0.916666667,3.083333333,23,2022
38080,Carmel Rd & Carmel Park Ln,35.1467839,-80.8017788,6.5,8.166666667,23,2022
38090,Fairview Rd & Fairview Oaks Dr,35.151307,-80.798286,0.666666667,0.333333333,27,2022
38091,Fairview & Carmel Rd,35.149033,-80.801926,6,11.75,27,2022
38092,Fairview & Carmel Rd,35.148169,-80.803585,0.5,2,27,2022
38100,Fairview Rd & Providence Rd,35.1538028,-80.7956086,12.91666667,9.916666667,27,2022
38106,Sardis Rd & Providence Rd,35.1563186,-80.7934846,3.166666667,8.916666667,23,2022
38150,Sardis Rd & Coventry Row Ct,35.1569373,-80.7924263,6.166666667,0.333333333,23,2022
38200,Randolph Rd & Randolph Oaks Ct,35.1715293,-80.7965928,0,0.083333333,23,2022
38205,Idlewild Rd & Piney Grove Rd,35.1840215,-80.7279523,35.83333333,1.833333333,23,2022
38210,Idlewild Rd & Piney Grove Rd,35.183911,-80.7281794,1,20.5,22,2022
38220,Idlewild Rd & Dion Ave,35.1847836,-80.7487876,0.666666667,25.25,31,2022
38230,Idlewild Rd & Cedarwild Rd,35.1857483,-80.7470331,1.333333333,4.333333333,31,2022
38240,Idlewild Rd & Boston Ave,35.1859153,-80.7417173,3,2.25,31,2022
38250,Idlewild Rd & Ivydale Dr,35.1856666,-80.7392191,1.333333333,1.083333333,31,2022
38260,Idlewild Rd & Lynfield Dr,35.1862556,-80.7370453,0.416666667,0.583333333,31,2022
38270,Idlewild Rd & Highbrook Dr,35.1870498,-80.7360501,1.333333333,2.666666667,31,2022
38280,Idlewild Rd & WT Harris Blvd,35.1861324,-80.7308076,0.833333333,16.75,22,2022
38290,Idlewild Rd & Cresthill Dr,35.1797429,-80.7247217,0.5,5,21,2022
38300,Idlewild Rd & Lynworth Pl,35.1827504,-80.7271937,0,8.666666667,21,2022
38330,Idlewild Rd & Cedars East Ct,35.1837699,-80.7510943,33.25,30.08333333,31,2022
38350,Pence Rd & Viola Dr,35.2155578,-80.6901328,0.5,11.16666667,31,2022
38360,Harrisburg Rd & Pence Rd,35.2133278,-80.6871103,276.5,469,31,2022
38370,Albemarle Rd & Circumferential Rd,35.2116283,-80.6923661,16,1.5,23,2022
38380,Albemarle Rd & Olde Savannah Rd,35.210487,-80.6999331,3.083333333,0,23,2022
38390,Albemarle Rd & Lynton Blvd,35.2081391,-80.70859,26.66666667,0.083333333,23,2022
38400,Albemarle Rd & Lake Forest Rd East,35.2052945,-80.7178873,1.166666667,0,23,2022
38410,Pence Rd & Holly Hill Rd,35.222853,-80.7056871,29.91666667,100.0833333,31,2022
38420,4th St & Poplar St,35.2274918,-80.8454586,425.5833333,127.6666667,31,2022
38460,West Blvd & Beech Nut Rd,35.2150603,-80.8868633,82.83333333,27.5,31,2022
38570,Davidson St & 7th St,35.2248706,-80.835224,121.25,118.8333333,31,2022
38580,Davidson St & 5th St,35.2239923,-80.836512,138.5833333,66.58333333,31,2022
38590,The Plaza & Starhaven Dr,35.2480228,-80.7517874,33.33333333,306,31,2022
38610,Hebron St & Nations Ford Rd,35.1298298,-80.894394,75.08333333,140.4166667,31,2022
38620,Central Ave & Eastway Dr,35.2156166,-80.7799055,925.6666667,1219.833333,31,2022
38640,Oakland St & Main Ave,35.264635,-81.1798821,208.3333333,160.25,21,2022
39230,LaSalle St & Madrid St,35.2622962,-80.8505972,25.83333333,6.333333333,31,2022
39240,LaSalle St & Kennesaw Dr,35.2613806,-80.8463143,43.5,26.16666667,31,2022
39250,LaSalle St & Newcastle St,35.2609569,-80.8432717,152,52.33333333,31,2022
39260,Norris Ave & Wells St,35.257532,-80.8292491,80.58333333,37.16666667,31,2022
39370,Oaklawn Ave & Burton St,35.2477121,-80.8439106,281,51.83333333,31,2022
39460,Graham St & Dalton Ave,35.2407412,-80.8349209,159,393.9166667,31,2022
39550,Davidson St & 34th St,35.246082,-80.8073015,7.416666667,39.91666667,31,2022
39730,LaSalle St & Brownstone St,35.2610105,-80.8432516,80,116.3333333,31,2022
39740,Abbey Plaza,35.2526235,-81.0291798,174.1666667,190.5833333,23,2022
39800,Rozzelles Ferry Rd & Hough St,35.2781786,-80.8984321,4.416666667,14.66666667,31,2022
39870,Rozzelles Ferry Rd & Hough St,35.2781618,-80.8984996,13.41666667,2.083333333,31,2022
40000,New Renaissance Way & Burnette Ave,35.209172,-80.920613,405.75,61.58333333,31,2022
40002,Burnette Av & Triumph  Dr,35.20929,-80.919463,83.83333333,29.33333333,27,2022
