Stop ID,Stop Name,Latitude,Longitude,2022_Avg_Board,2022_Avg_Alight,2022_Max_Number_of_Days,Year
1,7th St Station,35.227375,-80.838088,0.5,0,2,2022
2,CTC Station,35.225336,-80.840975,78,65,1,2022
3,3rd/ Convention Center Station,35.223631,-80.843237,6,3.5,2,2022
4,Brooklyn Village Station,35.221319,-80.847066,0,0,1,2022
5,Carson Station,35.218822,-80.850947,0,0,1,2022
6,Bland Station,35.215787,-80.855346,0,0,1,2022
7,East/ West Station,35.212117,-80.85914,0,0,1,2022
8,New Bern Station,35.199887,-80.869042,23.66666667,140.3333333,3,2022
9,Scaleybark Station,35.190842,-80.875075,0,0,1,2022
10,Woodlawn Station,35.175789,-80.879063,0,0,1,2022
11,Tyvola Station,35.162948,-80.87757,0,0,1,2022
12,Archdale Station,35.152897,-80.877485,0,0,1,2022
13,Arrowood Station,35.135606,-80.876364,0,0,1,2022
14,Sharon Rd West Station,35.11945,-80.881962,14.5,32,2,2022
15,I-485 Station,35.107087,-80.882925,0,0,1,2022
16,9th Street Station,35.229656,-80.835022,0,0,1,2022
21,9th Street Station (BusBridge-NB),35.22918,-80.835609,1,3,2,2022
22,9th Street Station (BusBridge- SB),35.228518,-80.834514,18,14,2,2022
23,7th Street Station (BusBridge- SB),35.22776,-80.83764,0,0,2,2022
24,Brooklyn Village Station (BusBridge- SB),35.221785,-80.846471,23,88,2,2022
25,Bland Street Station (BusBridge- SB),35.217593,-80.854765,6,17,3,2022
40,12th St & Davidson St,35.2296536,-80.8299733,654.4166667,224.1666667,31,2022
81,Parkwood Station,35.236921,-80.82329,2,0,2,2022
82,25th St Station,35.241703,-80.817147,0.5,0,2,2022
83,36th St Station,35.249085,-80.806364,0,0,1,2022
84,Sugar Creek Station,35.251423,-80.792853,0,0,1,2022
85,Old Concord Road Station,35.259934,-80.77279,13.5,7,2,2022
86,Tom Hunter Station,35.277951,-80.766283,42,29,2,2022
87,University City Blvd Station,35.286787,-80.760864,0,0,1,2022
88,McCullough Station,35.301124,-80.752875,19,2,2,2022
89,JW Clay Blvd Station,35.310742,-80.745189,0,0,1,2022
90,UNC Charlotte Station,35.312136,-80.733749,59,22,2,2022
120,Airport Dr & Stonewall Jackson Home Dr,35.2047711,-80.9279193,39.91666667,35.83333333,31,2022
126,Airport Dr & Ashley Cir,35.20794,-80.929098,18.5,24.25,31,2022
127,Airport Dr & Wilson Air Center Entrance,35.208967,-80.928956,32.08333333,28.66666667,31,2022
140,Airport Dr & Sentry Post Rd,35.2047363,-80.9280288,47.41666667,60.91666667,31,2022
160,Central Ave & Reddman Rd,35.2041765,-80.7483286,752,334.9166667,31,2022
170,Albemarle Rd & Jenkins Dr,35.2033285,-80.7434671,725.5,152.3333333,31,2022
180,Albemarle Rd & Executive Center Dr,35.2030998,-80.7431066,150.3333333,510.9166667,31,2022
183,Wachovia CIC -Entrance 1A,35.3135765,-80.7727801,44.58333333,26.5,23,2022
200,Graham St & Equipment Dr,35.2796568,-80.8065721,78,24.41666667,31,2022
210,Albemarle Rd & Farm Pond Ln,35.203081,-80.7376945,2418.916667,436.8333333,31,2022
230,Albemarle Rd & Winterhaven Dr,35.2027395,-80.7348864,180.6666667,488.0833333,31,2022
240,Albemarle Rd & Winterhaven Dr,35.2029796,-80.7355653,403.1666667,347.6666667,31,2022
250,Albemarle Rd & Regal Oaks Dr,35.2024959,-80.7312876,133.5,1170.75,31,2022
260,Albemarle Rd & Regal Oaks Dr,35.2026918,-80.731274,1213.166667,205.25,31,2022
270,Albemarle Rd & WT Harris Blvd,35.2024541,-80.7281381,423.5833333,138.6666667,31,2022
280,Albemarle Rd & WT Harris Blvd,35.2022873,-80.7286011,21.66666667,36.33333333,31,2022
285,Albemarle Rd & Lawyers Rd Park and Ride,35.2039085,-80.7241066,1737.333333,949.9166667,31,2022
300,Albemarle Rd & Lake Forest Rd East,35.2049613,-80.7182558,6.833333333,0.583333333,23,2022
320,Albemarle Rd & Lynton Blvd,35.207942,-80.7086043,2.916666667,17.91666667,23,2022
330,Albemarle Rd & Olde Savannah Rd,35.2103953,-80.6994776,0.083333333,2.75,23,2022
340,Albemarle Rd & Dwightware Blvd,35.211563,-80.6907881,68.75,26.58333333,31,2022
360,Alleghany St @ 1335,35.2377491,-80.8912318,62.83333333,16.33333333,31,2022
400,Alleghany St @ Phillip Berry Academy,35.2377806,-80.8911831,13.25,47.5,31,2022
410,Ashley Rd & Alleghany St,35.2404573,-80.8972053,1273.333333,587.75,31,2022
580,Anderson St & Tappan Pl,35.2433748,-80.7934491,11.08333333,32.83333333,31,2022
590,Anderson St & The Plaza,35.2433151,-80.7932816,9.083333333,4.666666667,31,2022
600,Anderson St & Byrnes St,35.2425028,-80.7918843,20.58333333,8.083333333,31,2022
610,Anderson St & Hampshire Pl,35.2421836,-80.7909601,4.416666667,58.33333333,31,2022
620,Anderson St & Hampshire Pl,35.2421956,-80.7906731,38.83333333,4.333333333,31,2022
630,Anderson St & Eastwood Dr,35.2420506,-80.7890241,45.58333333,10.66666667,31,2022
640,Anderson St & Eastwood Dr,35.2419907,-80.7892416,10.08333333,44.5,31,2022
670,Arboretum Center Dr & Providence Rd,35.0977913,-80.7799336,128.5833333,457.0833333,31,2022
720,Arrowhead Dr & Countryside Dr,35.2712446,-80.7697051,108.3333333,133.5,31,2022
750,Arrowhead Dr & Elgywood Ln,35.2711713,-80.7714205,6.666666667,13.66666667,31,2022
760,Arrowood Rd & Windsong Dr,35.1341713,-80.8996176,71.75,41.33333333,31,2022
770,Arrowood Rd & Forrest Point Blvd,35.1357423,-80.9030363,306.8333333,111.5833333,31,2022
790,Arrowood Rd & Arrowpoint Blvd,35.1400373,-80.912673,17,14.5,31,2022
795,Arrowood Rd & Microsoft Way,35.1428023,-80.91861,51.83333333,15.66666667,31,2022
810,Arrowood Rd & Royal Point Dr,35.1450341,-80.9226899,53.33333333,3.333333333,31,2022
930,Arrowood Rd & Fawnbrook Ln,35.1345511,-80.9001973,36.5,76.33333333,31,2022
960,Arrowood Rd & Forest Point Blvd,35.1359669,-80.903214,122.5,309.8333333,31,2022
1000,Arrowood Rd & Red Oak Blvd,35.1392208,-80.9103564,31.5,77.16666667,31,2022
1001,Arrowood Rd & Southern Pine Blvd,35.1390421,-80.9104631,77.16666667,25.83333333,31,2022
1020,Arrowood Rd & Arrowpoint Blvd,35.1405586,-80.9131875,21.16666667,26.08333333,31,2022
1030,Arrowood Rd & Crescent Executive Dr,35.1431581,-80.9187114,18.16666667,66.16666667,31,2022
1100,Arrowood Rd & Altacrest Pl,35.1461071,-80.9242088,119.3333333,688.4166667,31,2022
1110,Arrowood Rd & Tryon St,35.1463704,-80.9251659,777.8333333,172.25,31,2022
1170,Ashley Rd & Freedom Dr,35.2462561,-80.8927311,57.66666667,433.8333333,31,2022
1180,Tuckaseegee Rd & Freedom Dr,35.2461645,-80.8926096,4.416666667,5,31,2022
1190,Ashley Rd & Tuckaseegee Rd,35.2441918,-80.895506,893.0833333,1028.75,31,2022
1200,Ashley Rd & Freedom Dr,35.2441036,-80.8952298,1149.416667,758.0833333,31,2022
1210,Ashley Rd & Tuckaseegee Rd,35.243693,-80.8965871,6.916666667,31.91666667,31,2022
1220,Ashley Rd & Scott Futrell Dr,35.2410768,-80.8970426,48.66666667,65.08333333,31,2022
1230,Ashley & Allegany,35.2396123,-80.8972036,5.666666667,7.333333333,31,2022
1240,Ashley Rd & Alleghany St,35.2391343,-80.8970708,531.1666667,1055.5,31,2022
1260,Ashley & Allegany,35.2378978,-80.8971246,5.583333333,66.5,31,2022
1270,Ashley Rd & Alleghany St,35.237573,-80.8973166,40.25,9.416666667,31,2022
1290,Ashley Rd & Bullard St,35.2355803,-80.8970106,14.83333333,32.08333333,31,2022
1300,Ashley Rd & Bullard St,35.2355991,-80.8971326,13.83333333,17.75,31,2022
1310,Ashley Rd & Alleghany St,35.2378743,-80.8971371,39.58333333,114.4166667,27,2022
1330,Ashley Rd & Kempton Pl,35.2337955,-80.8958371,40.25,104.75,31,2022
1340,Ashley Rd & Kempton Pl,35.2334981,-80.8957461,110.5833333,44.75,31,2022
1350,Ashley Rd & Meredith Ave,35.2292278,-80.8929041,19.16666667,17.25,31,2022
1370,Central Ave & Reddman Rd,35.2049109,-80.7496103,243.0833333,689.25,31,2022
1380,Ashley Rd & Greenland Ave,35.2254681,-80.8904656,26.83333333,63.58333333,27,2022
1460,Baldwin Ave & Kings Dr,35.20722,-80.835358,118.4166667,9,31,2022
1550,Barclay Downs Dr & Carnegie Blvd,35.1565206,-80.8367773,13.33333333,72.91666667,27,2022
1570,Barclay Downs Dr & Runnymede Ln,35.1654273,-80.8360066,3.5,37.41666667,27,2022
1590,Barclay Downs Dr & Inverness Rd,35.1602816,-80.8387298,2.416666667,2.75,27,2022
1600,Barclay Downs Dr & Carnegie Blvd,35.1553913,-80.8361986,3.75,1.416666667,26,2022
1610,Barclay Downs Dr & Carnegie Blvd,35.1535625,-80.8359963,0.916666667,2.75,26,2022
1630,Bardot Dr & Milan Rd East,35.2868726,-80.8718853,28.83333333,23.66666667,31,2022
1650,Bardot Dr & Faggan Way,35.2884758,-80.8703766,12.41666667,15.16666667,31,2022
1670,Bardot Dr & Dedmon Dr,35.2893186,-80.869504,10.58333333,4.166666667,31,2022
1760,Barclay Downs Dr & Ferncliff Rd,35.1647191,-80.8361498,4.333333333,1.75,27,2022
1790,Barclay Downs Dr & Carnegie Blvd,35.1562978,-80.8363581,64.41666667,12.08333333,27,2022
1800,Barclay Downs Dr & Bulfinch Rd,35.1523443,-80.836461,14.33333333,3.083333333,26,2022
1990,Barrington Dr & Somersworth Dr,35.2569631,-80.7520276,71.25,24,31,2022
2010,Barrington Dr & Lyndeboro Dr,35.255046,-80.7503184,2.833333333,0.583333333,31,2022
2011,Barrington Dr & Lyndeboro Dr,35.254959,-80.750162,6.5,4.75,27,2022
2040,Barrington Dr & Craftsbury Dr,35.2536407,-80.7492,0.916666667,0.833333333,31,2022
2080,Barrington Dr & The Plaza,35.2514205,-80.7474423,133,119.25,31,2022
2100,Barrington Dr & The Plaza,35.2508193,-80.7470166,32.25,14.16666667,27,2022
2110,Barrington Dr & The Plaza,35.2505706,-80.7466596,71.91666667,95.58333333,27,2022
2120,Barrington Dr & Montego Dr,35.2496583,-80.7460636,4.166666667,30.5,27,2022
2130,Barrington Dr & Montego Dr,35.2494533,-80.746129,24.33333333,6.416666667,27,2022
2140,Barrington Dr & Rosecran Dr,35.2461026,-80.7451613,15.75,21.5,27,2022
2150,Barrington Dr & Markway Dr,35.2424563,-80.7446646,33.66666667,18.33333333,27,2022
2170,Barrington Dr & Markway Dr,35.2423268,-80.7444491,3.5,6.333333333,27,2022
2180,Barrington Dr & Delivau Dr,35.2401653,-80.7437432,5.416666667,21.33333333,27,2022
2190,Barrington Dr & Milton Rd,35.2381891,-80.7430596,35.58333333,19.75,27,2022
2240,Baxter St & Torrence St,35.2092958,-80.8332071,285.9166667,112.4166667,31,2022
2270,Bealer Rd & Hovis Rd,35.2694593,-80.8994823,5.333333333,5.916666667,31,2022
2280,Bealer Rd & Terminal St,35.2692301,-80.9014143,1,2,31,2022
2290,Bealer Rd & Exchange St,35.2693228,-80.9047713,3.25,73.41666667,31,2022
2370,Beatties Ford Rd & 5th St,35.2429238,-80.8584803,1.75,5.333333333,31,2022
2380,Beatties Ford Rd & 5th St,35.2429007,-80.8583934,23.41666667,30.75,31,2022
2390,Beatties Ford Rd & Dixon St,35.2442026,-80.8579606,37.25,88.91666667,31,2022
2400,Beatties Ford Rd & Dixon St,35.2447385,-80.8575171,134.4166667,167.3333333,31,2022
2420,Beatties Ford Rd & French St,35.247252,-80.8568083,29.41666667,31.75,31,2022
2430,Beatties Ford Rd & Cemetery St,35.2479436,-80.8565873,94,107.5833333,31,2022
2440,Beatties Ford Rd & Cemetery St,35.2486081,-80.8566578,128,70.58333333,31,2022
2470,Beatties Ford Rd & Sanders Ave,35.2520981,-80.856114,53.25,180,31,2022
2480,Beatties Ford Rd & Sanders Ave,35.2522126,-80.8562176,355.4166667,123.3333333,31,2022
2500,Beatties Ford Rd & Oaklawn Ave,35.2533105,-80.8559805,109.25,464.8333333,31,2022
2510,Beatties Ford Rd & Dundeen St,35.2545733,-80.855827,133.8333333,295.6666667,31,2022
2530,Beatties Ford Rd & Celia Ave,35.2564291,-80.8557203,445.9166667,137.3333333,31,2022
2540,Beatties Ford Rd & Russell Ave,35.2567498,-80.8556086,122.5,305.4166667,31,2022
2550,Beatties Ford Rd & Estelle St,35.258231,-80.8555026,57.41666667,34.66666667,31,2022
2552,Beatties Ford Rd & St Paul St,35.257833,-80.8554,54.25,108.0833333,31,2022
2570,Beatties Ford Rd & St Mark St,35.2601481,-80.8551795,124.3333333,467.5833333,31,2022
2580,Beatties Ford Rd & Hildebrand St,35.2601676,-80.8552573,537,96.41666667,31,2022
2600,Beatties Ford Rd & LaSalle St,35.2634386,-80.8546908,2672.333333,1134.166667,31,2022
2610,Beatties Ford Rd & LaSalle St,35.2633779,-80.8545398,1105,2859.5,31,2022
2630,Beatties Ford Rd & Keller Ave,35.265617,-80.8542513,193.1666667,164.75,31,2022
2640,Beatties Ford Rd & Holly St,35.2667176,-80.8538688,184.9166667,209.5833333,31,2022
2660,Beatties Ford Rd & Gilbert St,35.2676946,-80.8539116,238.9166667,528.8333333,31,2022
2670,Beatties Ford Rd & Montana Dr,35.267737,-80.8540611,538.9166667,210.1666667,31,2022
2720,Beatties Ford Rd & B Ave,35.275143,-80.854649,53.33333333,96,31,2022
2730,Beatties Ford Rd & Hoskins Rd,35.2754008,-80.8549641,72,23.91666667,31,2022
2740,Beatties Ford Rd & Lynchester Pl,35.2769181,-80.8555405,183.5833333,43.16666667,31,2022
2750,Beatties Ford Rd & Lynchester Pl,35.2769026,-80.855344,31.75,215,31,2022
2760,Beatties Ford Rd & Fairdale Dr,35.278915,-80.8560013,163.25,37.91666667,31,2022
2770,Beatties Ford Rd & McAllister Dr,35.2809358,-80.856671,292.4166667,59.5,31,2022
2771,Beatties Ford Rd & Friendship Village Pl,35.2792711,-80.8559873,40.16666667,194.5833333,31,2022
2772,Beatties Ford Rd & McAllister Dr,35.2809436,-80.8565008,54.41666667,191.1666667,31,2022
2780,Beatties Ford Rd & Cindy Ln,35.2826436,-80.8571613,26,272.0833333,31,2022
2790,Beatties Ford Rd & Griers Grove Rd,35.2830796,-80.8575195,583,123.6666667,31,2022
2800,Beatties Ford Rd @ 3640,35.2840123,-80.8576896,364.5,563.75,31,2022
2810,Beatties Ford Rd @ 3713,35.2858241,-80.8585118,310.25,315.0833333,31,2022
2820,Beatties Ford Rd @ 3738,35.2858098,-80.8583158,57.83333333,73.41666667,31,2022
2830,Beatties Ford Rd @ 3938,35.2889426,-80.8580236,25.41666667,115.6666667,31,2022
2840,Beatties Ford Rd & Slater Rd,35.2908575,-80.8575968,30.83333333,15.83333333,31,2022
2850,Beatties Ford Rd & Capps Hill Mine Rd,35.2893506,-80.8580471,76.16666667,50.25,31,2022
2860,Beatties Ford Rd & Slater Rd,35.2908501,-80.8574936,20.16666667,41.75,31,2022
2870,Beatties Ford Rd & Slater Springs Dr,35.2920801,-80.8570886,8.5,39.91666667,31,2022
2880,Beatties Ford Rd & Slater Springs Dr,35.2921473,-80.8571573,37.66666667,9.083333333,31,2022
2890,Beatties Ford Rd & Olde English Dr,35.2946212,-80.8563283,28.08333333,94.33333333,31,2022
2900,Beatties Ford Rd & Slater Ridge Dr,35.2943898,-80.8564159,93.08333333,32.91666667,31,2022
2910,Beatties Ford Rd @ 4530,35.2969113,-80.8559478,0.5,2.5,31,2022
2940,Beatties Ford Rd & Sunset Rd,35.3036529,-80.8572986,692.25,156.8333333,31,2022
3010,Belmont Ave & Seigle Ave,35.2282286,-80.8216786,66.33333333,168.25,31,2022
3030,Belmont Ave & Allen St,35.2270226,-80.8201088,19.83333333,61.91666667,31,2022
3038,Statesville Ave & Oliver St,35.23987,-80.836543,505.1666667,1245.333333,31,2022
3130,Berryhill Rd & Tuckaseegee Rd,35.2360115,-80.8748845,9.083333333,19.08333333,31,2022
3140,Berryhill Rd & Freedom Dr,35.2339273,-80.8760501,208.6666667,57.08333333,31,2022
3150,Berryhill Rd & Tuckaseegee Rd,35.2362002,-80.8749154,17.25,72.66666667,31,2022
3160,Berryhill Rd & Freedom Dr,35.2340836,-80.8761136,78.58333333,253.4166667,31,2022
3180,Billingsley Rd & Randolph Rd,35.1904988,-80.8089115,619.5,98.25,31,2022
3190,Billingsley Rd @ 431,35.1904278,-80.8057293,75.41666667,8.916666667,31,2022
3200,Billingsley Rd & Cascade Cir,35.190669,-80.8038488,326.3333333,27,31,2022
3390,Braden Dr @ 3627,35.2876163,-80.867717,17.41666667,14.16666667,31,2022
3410,Braden Dr & Dedmon Dr,35.2889008,-80.8678826,24.75,34.5,31,2022
3590,Bradford Dr & Key St,35.2566881,-80.8972936,388.4166667,187.9166667,31,2022
3610,Bradford Dr & Hoover St,35.2550608,-80.8975658,197.5833333,77.08333333,31,2022
3670,Brandon Forest Dr & Stradbrook Dr,35.1162893,-80.8589788,16.91666667,2.833333333,27,2022
3705,Briar Creek Rd & Creighton Dr,35.211391,-80.7920173,134.3333333,44.33333333,31,2022
3710,Briar Creek Rd & Creighton Dr,35.2117818,-80.7917083,75.75,128.1666667,31,2022
4220,Canterwood Dr & Monteith Dr,35.2752363,-80.7735943,15.25,6.166666667,31,2022
4350,Capps Hill Mine Rd & Milan Rd,35.2918156,-80.8706654,38.58333333,52.91666667,31,2022
4360,Capps Hill Mine Rd & Firestone Dr,35.2910196,-80.8695179,62.16666667,13.75,31,2022
4400,Capps Hill Mine Rd & Braden Dr,35.2894613,-80.8669262,28.41666667,3,31,2022
4408,Capps Hill Mine Rd & Gold Nugget Ct,35.2892826,-80.8651203,5.166666667,0.5,31,2022
4409,Capps Hill Mine Rd & Gold Nugget Ct,35.2893683,-80.8651771,0.833333333,1.666666667,31,2022
4410,Capps Hill Mine Rd & Silver Ore Ln,35.2888796,-80.8619993,1.75,2.75,31,2022
4420,Capps Hill Mine Rd & Silver Ore Ln,35.2889484,-80.8622114,3.083333333,0.5,31,2022
4440,Capps Hill Mine Rd & Beatties Ford Rd,35.2880523,-80.8590178,31.66666667,8.083333333,31,2022
4450,Capps Hill Mine Rd & Beatties Ford Rd,35.2879776,-80.8596043,35.08333333,25,31,2022
4480,Carlyle Dr & Cartwright Pl,35.2321006,-80.8981833,4.916666667,3.25,27,2022
4490,Carlyle Dr & Wilson Ave,35.2314315,-80.8992715,36.08333333,7.666666667,27,2022
4500,Carlyle Dr & Bromwich Rd,35.2313438,-80.9018783,26.91666667,11.91666667,27,2022
4510,Carlyle Dr & Paisley Pl,35.2311255,-80.9043233,18.83333333,11.08333333,27,2022
4520,Carmel Rd & Carmel Park Ln,35.1472651,-80.8017391,12.33333333,1.666666667,23,2022
4530,Carmel Rd & Wandering Way Dr,35.1447028,-80.8013988,2.25,0,23,2022
4540,Carmel Rd & Crooked Oak Ln,35.1414203,-80.801608,1.75,0.416666667,23,2022
4550,Carmel Rd & Sharon View Rd,35.1390276,-80.8028208,43.5,21,23,2022
4560,Carmel Rd & Thornridge Rd,35.1352988,-80.8060335,0,0,23,2022
4570,Carmel Rd & Camilla Dr,35.1333021,-80.8077518,28.66666667,5.583333333,23,2022
4932,Catawba Ave & Washam St,35.4832601,-80.865082,2.25,18.33333333,31,2022
4933,Catawba Ave & Washam St,35.4831386,-80.8643566,17.41666667,1.833333333,31,2022
4935,Catawba Ave & Ferry St,35.4840778,-80.8698283,36.58333333,15.66666667,31,2022
4940,Catawba Ave & Ferry St,35.4840703,-80.869048,8.583333333,49.25,31,2022
4980,Central Ave & 7th St,35.220417,-80.8282263,367.75,194.0833333,31,2022
4990,Central Ave & Piedmont St,35.2212213,-80.824536,415.1666667,689.9166667,31,2022
5000,Central Ave & Piedmont St,35.2213578,-80.8242718,699.9166667,366.5833333,31,2022
5010,Central Ave & Louise Ave,35.2215938,-80.8231436,0.666666667,1.5,31,2022
5030,Central Ave & Louise Ave,35.2215931,-80.8227278,4.416666667,4.916666667,31,2022
5050,Central Ave & Oakland Ave,35.2215486,-80.8199701,492.5,426.5833333,31,2022
5060,Central Ave & Heath Ct,35.2216103,-80.8197483,513.1666667,578.3333333,31,2022
5070,Central Ave & Hawthorne Ln,35.2212969,-80.8180139,21.08333333,17.08333333,31,2022
5100,Central Ave & Lamar Ave,35.2210541,-80.8173768,144.4166667,91,31,2022
5120,Central Ave & Clement Ave,35.2205853,-80.8149206,128.0833333,230.9166667,31,2022
5130,Central Ave & Clement Ave,35.2206718,-80.8149968,333.1666667,236.0833333,31,2022
5140,Central Ave & Pecan Ave,35.2204353,-80.81318,3.5,2.416666667,31,2022
5170,Central Ave & Thomas Ave,35.2203213,-80.8124528,482.25,575.8333333,31,2022
5180,Central Ave & Thomas Ave,35.2203551,-80.8114216,832.5,750.25,31,2022
5190,Central Ave & Nandina St,35.2201724,-80.8096325,995.25,873.25,31,2022
5200,Central Ave & Nandina St,35.2202209,-80.8088048,344,537.75,31,2022
5240,Central Ave & Tippah Park Ct,35.2196611,-80.8024783,132.75,81.58333333,31,2022
5250,Central Ave & Iris Dr,35.2195931,-80.8026485,72.25,143.3333333,31,2022
5270,Central Ave & Lyon Ct,35.2193518,-80.8000626,89.83333333,162.25,31,2022
5280,Central Ave & Club Rd,35.2194,-80.7996438,160.0833333,88.66666667,31,2022
5310,Central Ave & St George St,35.2183675,-80.795577,36.41666667,145.5,31,2022
5320,Central Ave & Masonic Dr,35.2182683,-80.7950063,245.75,127.1666667,31,2022
5330,Central Ave & Eastcrest Dr,35.2178563,-80.7942306,100.4166667,666.1666667,31,2022
5340,Central Ave & Briar Creek Rd,35.2163569,-80.7880621,172.6666667,257.3333333,31,2022
5350,Central Ave & Wembley Dr,35.217166,-80.7922016,748.8333333,627.75,31,2022
5360,Central Ave & Eastcrest Dr,35.217276,-80.7922785,1482.166667,555.75,31,2022
5370,Central Ave & Briar Creek Rd,35.2167065,-80.7892453,242.0833333,190.1666667,31,2022
5400,Central Ave & Merry Oaks Rd,35.216098,-80.785878,97.83333333,34.08333333,31,2022
5410,Central Ave & Carolyn Dr,35.2158246,-80.7841826,156.9166667,603.9166667,31,2022
5420,Central Ave & Longfellow St,35.21587,-80.7828373,1282.416667,304.5833333,31,2022
5430,Central Ave & Medford Dr,35.2154298,-80.7796723,1558.833333,1742.083333,31,2022
5440,Central Ave & Temple Ln,35.2152678,-80.7773311,44,120.3333333,31,2022
5450,Central Ave & Temple Ln,35.2154403,-80.7773953,107.4166667,105.5,31,2022
5465,Central Ave & Medallion Dr,35.2149841,-80.7746101,47.16666667,19.83333333,31,2022
5470,Central Ave & Kilborne Dr,35.2142766,-80.7718966,905.75,198.75,31,2022
5480,Central Ave & Sheridan Dr,35.2146261,-80.7738591,13.08333333,172.1666667,31,2022
5500,Central Ave & Norland Rd,35.214044,-80.7716496,221.3333333,742,31,2022
5510,Central Ave & Progress Ln,35.2135351,-80.7683673,1564.833333,697.0833333,31,2022
5520,Central Ave & Progress Ln,35.2133581,-80.7683076,605.8333333,1464.25,31,2022
5540,Central Ave & Rosehaven Dr,35.2124471,-80.7636163,1650.916667,416.5,31,2022
5550,Central Ave & Rosehaven Dr,35.2123348,-80.7638323,403,1272.583333,31,2022
5560,Central Ave @ 4908,35.2115166,-80.7606133,85.75,434.4166667,31,2022
5570,Central Ave & Winterfield Pl,35.210691,-80.7589198,577.25,1877,31,2022
5580,Central Ave & Winterfield Pl,35.2110731,-80.7592183,1685.416667,560.6666667,31,2022
5590,Central Ave & Sharon Amity Rd,35.2095943,-80.7564261,2009.333333,537.5833333,31,2022
5630,Central Ave @ Eastland Mall,35.2069496,-80.7526843,397.9166667,769.0833333,31,2022
5650,Centre St & Tennessee Ave,35.261851,-80.8723876,191.1666667,43.33333333,31,2022
5690,Church St & 1st St,35.2252461,-80.8484141,8.083333333,233.5,23,2022
5710,Church St & 3rd St,35.226841,-80.8460626,9.166666667,477.8333333,23,2022
5730,Cinderella Rd & Candystick Ln,35.2646911,-80.7916448,26.75,15.5,31,2022
5750,Cinderella Rd & Munsee St,35.2645048,-80.7899173,3.666666667,5.75,31,2022
5780,Clanton Rd & Dewitt Ln,35.1951335,-80.8753453,472.25,545.9166667,31,2022
5790,Clanton Rd & Tryon St,35.1961911,-80.8782915,18.83333333,47.16666667,27,2022
5800,Clanton Rd & St Vardell Ln,35.1969703,-80.8804796,28.66666667,28.25,27,2022
5810,Clanton Rd & St Vardell Ln,35.1971406,-80.8805958,27.66666667,26.41666667,27,2022
5820,Clanton Rd & Revolution Park Dr,35.1989086,-80.8854603,42.75,88.16666667,27,2022
5850,Clanton & Revolution Park Dr,35.1995315,-80.8875568,70.83333333,46.16666667,27,2022
5860,Clanton Rd & Archer Ave,35.2005875,-80.8901443,45.91666667,71.25,27,2022
5870,Clanton Rd & Manchester Dr,35.2002735,-80.8894516,67.41666667,32.91666667,27,2022
5900,Clanton Rd & Fieldcrest Rd,35.2025601,-80.8928563,50.08333333,13.58333333,27,2022
5910,Clanton Rd & Fieldcrest Rd,35.2027541,-80.8927901,21.33333333,44.75,27,2022
5940,Clanton Rd & Sargeant Dr,35.2045391,-80.8934795,17.5,8.916666667,27,2022
5950,Clanton Rd & Sargeant Dr,35.2040968,-80.8931053,9.25,19.25,27,2022
5970,Clanton Rd & Caronia St,35.2075631,-80.8935246,26.66666667,69.41666667,27,2022
5980,Clanton Rd & Caronia St,35.207864,-80.8936301,65.66666667,17.58333333,27,2022
5990,Clanton Rd & Farmer St,35.2098533,-80.8934776,45,15.08333333,27,2022
6000,Clanton Rd & Farmer St,35.2100596,-80.8933483,7.5,33.58333333,27,2022
6005,Clanton Rd & Pelton St,35.195264,-80.8754424,175.8333333,299.5833333,31,2022
6010,Clanton Rd & Tryon St,35.1963928,-80.8785538,55.83333333,41.91666667,27,2022
6280,Colwick Rd & Greenwich Rd,35.1775986,-80.7983644,53.41666667,10.16666667,31,2022
6290,Colwick Rd & Sharon Amity Rd,35.1765661,-80.7973519,77.58333333,96,31,2022
6310,Commonwealth Ave & Green Oaks Ln,35.2116891,-80.7984223,31.66666667,7.916666667,31,2022
6325,The Plaza & McClintock Rd,35.219109,-80.81074,33.91666667,156.4166667,31,2022
6326,The Plaza & McClintock Rd,35.21933,-80.810911,179.9166667,158.3333333,31,2022
6360,Commonwealth Ave & Westover St,35.2167751,-80.8081706,13.66666667,5.75,31,2022
6365,Commonwealth Ave & Westover St,35.2167621,-80.8082633,6.666666667,8.916666667,31,2022
6370,Commonwealth Ave & Bascom St,35.2160591,-80.8069336,1.416666667,3.166666667,31,2022
6380,Commonwealth Ave & Hanover St,35.2153571,-80.8054531,2,2.166666667,31,2022
6390,Commonwealth Ave & Hanover St,35.2147888,-80.8045243,8.333333333,9.5,31,2022
6400,Commonwealth Ave & Lorna St,35.2142358,-80.8033383,11.25,3.25,31,2022
6410,Commonwealth Ave & Lorna St,35.2142153,-80.8034225,2.083333333,1.916666667,31,2022
6420,Commonwealth Ave & Morningside Dr,35.2125301,-80.8000226,88.66666667,37.66666667,31,2022
6430,Commonwealth Ave & Morningside Dr,35.2126533,-80.8004666,74.83333333,121.1666667,31,2022
6440,Commonwealth Ave & Rockway Dr,35.2115848,-80.7983776,8.833333333,12.66666667,31,2022
6450,Commonwealth Ave & Waterman Ave,35.2090018,-80.7935028,13.75,27,31,2022
6460,Commonwealth Ave & Pinecrest Ave,35.2083145,-80.7912461,110.3333333,36.83333333,31,2022
6470,Commonwealth Ave & Pinecrest Ave,35.208272,-80.7912941,64.08333333,98.75,31,2022
